date,store_id,sku_id,opening_units,received_units,sold_units,wasted_units,closing_units,lost_demand_units,stockout_flag,ordered_units
2025-08-19,DS05,SKU0162,17,11,0,0,17,0,0,0
2026-06-20,DS05,SKU0162,9,0,0,0,9,0,0,0
2025-02-01,DS05,SKU0004,0,0,0,0,0,1,1,0
2025-11-30,DS05,SKU0004,0,0,0,0,0,0,0,0
2026-03-29,DS05,SKU0004,6,0,0,0,6,0,0,0
2026-04-01,DS05,SKU0004,6,0,0,6,0,0,0,9
2025-03-12,DS05,SKU0038,0,0,0,0,0,1,1,16
2025-07-17,DS05,SKU0038,0,0,0,0,0,1,1,0
2025-09-18,DS05,SKU0072,6,6,2,0,4,0,0,0
2026-06-12,DS05,SKU0072,4,0,2,0,2,0,0,0
2025-03-14,DS05,SKU0142,16,0,2,0,14,0,0,0
2026-06-07,DS05,SKU0116,6,0,1,0,5,0,0,0
2025-09-15,DS05,SKU0015,10,0,3,0,7,0,0,0
2026-03-20,DS05,SKU0015,9,0,1,0,8,0,0,0
2026-05-24,DS05,SKU0005,7,0,1,0,6,0,0,0
2026-06-05,DS05,SKU0104,18,0,0,0,18,0,0,0
2025-06-25,DS05,SKU0034,7,0,0,0,7,0,0,0
2026-06-08,DS05,SKU0034,4,0,0,0,4,0,0,10
2025-01-30,DS05,SKU0042,13,0,0,0,13,0,0,0
2025-11-29,DS05,SKU0042,16,0,0,0,16,0,0,0
2025-02-01,DS05,SKU0250,3,0,0,0,3,0,0,0
2026-02-04,DS05,SKU0250,10,0,2,0,8,0,0,7
2026-04-04,DS05,SKU0250,6,0,0,0,6,0,0,0
2026-03-18,DS05,SKU0009,8,8,1,0,7,0,0,0
2025-04-12,DS05,SKU0017,8,0,1,0,7,0,0,0
2025-06-11,DS05,SKU0159,7,0,0,0,-4,0,0,0
2025-11-13,DS05,SKU0159,7,0,0,0,7,0,0,0
2025-02-09,DS05,SKU0093,0,0,0,0,0,1,1,0
2025-06-01,DS05,SKU0100,0,0,0,0,0,0,0,0
2025-09-12,DS05,SKU0100,8,0,3,5,0,0,0,0
2025-02-04,DS05,SKU0165,6,0,1,0,5,0,0,0
2025-08-14,DS05,SKU0165,8,0,1,0,7,0,0,0
2025-05-27,DS05,SKU0090,10,10,0,0,10,0,0,0
2025-09-17,DS05,SKU0090,10,0,2,0,8,0,0,0
2025-12-27,DS05,SKU0090,0,0,0,0,0,1,1,0
2025-02-18,DS05,SKU0070,2,0,0,0,2,0,0,0
2025-03-21,DS05,SKU0204,7,0,1,0,6,0,0,0
2025-07-20,DS05,SKU0204,2,0,0,2,0,0,0,0
2025-10-11,DS05,SKU0204,7,0,0,0,7,0,0,0
2026-01-21,DS05,SKU0204,7,0,1,0,6,0,0,0
2025-01-13,DS05,SKU0168,10,0,0,0,10,0,0,0
2025-06-17,DS05,SKU0168,11,0,1,0,10,0,0,0
2026-06-23,DS05,SKU0168,10,0,0,0,10,0,0,0
2026-04-10,DS05,SKU0186,4,0,2,0,2,0,0,0
2025-08-17,DS05,SKU0077,0,0,0,0,0,2,1,0
2026-03-24,DS05,SKU0077,2,0,0,0,2,0,0,0
2026-03-25,DS05,SKU0077,2,0,1,0,1,0,0,0
2025-07-19,DS05,SKU0252,13,0,1,0,12,0,0,0
2025-10-09,DS05,SKU0252,10,0,1,0,9,0,0,0
2025-06-10,DS05,SKU0031,0,0,0,0,0,1,1,0
2025-08-23,DS05,SKU0031,3,0,1,0,2,0,0,0
2025-10-20,DS05,SKU0031,0,0,0,0,0,0,0,7
2026-04-29,DS05,SKU0031,3,3,1,0,2,0,0,0
2025-03-24,DS05,SKU0067,0,0,0,0,0,1,1,7
2026-03-05,DS05,SKU0067,5,0,1,0,4,0,0,0
2026-03-29,DS05,SKU0067,5,0,0,0,5,0,0,0
2025-07-15,DS05,SKU0041,16,0,0,0,16,0,0,0
2025-06-14,DS05,SKU0110,18,0,3,0,15,0,0,0
2026-01-16,DS05,SKU0110,26,23,0,0,26,0,0,0
2025-11-17,DS05,SKU0105,22,0,0,0,22,0,0,0
2025-10-19,DS05,SKU0062,11,0,0,0,11,0,0,0
2026-03-03,DS05,SKU0062,10,0,1,0,9,0,0,0
2025-10-15,DS05,SKU0160,10,0,0,0,10,0,0,0
2025-12-02,DS05,SKU0160,16,0,1,0,15,0,0,0
2025-04-09,DS05,SKU0241,10,0,0,0,10,0,0,0
2025-04-15,DS05,SKU0241,5,0,1,0,4,0,0,0
2025-10-05,DS05,SKU0241,7,0,2,0,5,0,0,0
2025-10-23,DS05,SKU0058,6,0,0,0,6,0,0,0
2025-05-23,DS05,SKU0216,4,0,1,0,3,0,0,0
2025-11-26,DS05,SKU0071,0,0,0,0,0,0,0,0
2025-07-24,DS05,SKU0187,5,0,1,0,4,0,0,0
2025-12-21,DS05,SKU0187,4,0,0,0,4,0,0,0
2026-05-28,DS05,SKU0187,10,0,0,0,10,0,0,0
2025-02-28,DS05,SKU0146,8,0,0,0,8,0,0,0
2025-03-11,DS05,SKU0146,17,0,0,0,17,0,0,0
2026-04-14,DS05,SKU0146,8,0,0,0,8,0,0,0
2026-06-18,DS05,SKU0146,16,0,2,0,14,0,0,0
2025-11-13,DS05,SKU0258,11,0,0,0,11,0,0,0
2025-11-01,DS05,SKU0074,4,0,2,0,2,0,0,0
2025-05-31,DS05,SKU0173,8,0,0,0,8,0,0,0
2025-11-15,DS05,SKU0173,9,0,1,0,8,0,0,0
2026-04-03,DS05,SKU0224,5,0,0,0,5,0,0,0
2025-09-03,DS05,SKU0027,10,10,1,0,9,0,0,0
2025-11-13,DS05,SKU0206,6,0,0,0,6,0,0,0
2026-03-23,DS05,SKU0206,4,0,1,0,3,0,0,0
2025-02-04,DS05,SKU0155,10,0,0,0,10,0,0,0
2026-06-27,DS05,SKU0155,12,0,0,0,12,0,0,0
2025-02-21,DS05,SKU0020,6,6,0,0,6,0,0,0
2025-08-04,DS05,SKU0020,4,0,1,0,3,0,0,0
2025-09-10,DS05,SKU0020,6,6,0,0,6,0,0,0
2026-01-14,DS05,SKU0020,5,0,0,0,5,0,0,0
2026-03-04,DS05,SKU0020,6,0,0,0,6,0,0,0
2026-01-26,DS06,SKU0261,59,28,7,0,52,0,0,35
2025-10-20,DS06,SKU0176,50,0,5,0,45,0,0,24
2026-01-06,DS06,SKU0176,53,24,4,0,49,0,0,0
2026-03-29,DS06,SKU0176,64,12,9,0,55,0,0,0
2025-10-04,DS06,SKU0161,32,0,9,0,23,0,0,0
2026-02-26,DS06,SKU0117,18,0,8,0,10,0,0,0
2025-10-28,DS06,SKU0172,39,7,5,0,34,0,0,0
2025-08-20,DS06,SKU0095,13,0,6,0,7,0,0,9
2025-10-14,DS06,SKU0094,18,16,2,0,16,0,0,0
2025-10-16,DS06,SKU0094,21,8,3,0,18,0,0,0
2025-10-19,DS06,SKU0143,45,14,7,0,38,0,0,0
2026-03-25,DS06,SKU0018,0,0,0,0,0,4,1,7
2025-06-10,DS06,SKU0032,1,0,1,0,0,3,1,0
2025-10-29,DS06,SKU0061,17,12,3,0,14,0,0,12
2025-11-20,DS06,SKU0061,15,0,1,0,14,0,0,0
2026-06-16,DS06,SKU0061,8,0,2,0,6,0,0,0
2026-01-19,DS06,SKU0212,0,0,0,0,0,2,1,8
2026-06-13,DS06,SKU0212,8,0,8,0,0,0,0,0
2025-01-26,DS06,SKU0023,2,0,1,1,0,0,0,0
2025-02-01,DS06,SKU0012,5,0,3,0,2,0,0,0
2025-04-10,DS06,SKU0012,9,0,1,0,8,0,0,0
2025-11-18,DS06,SKU0012,7,0,1,6,0,0,0,0
2026-05-16,DS06,SKU0012,4,0,4,0,0,1,1,0
2025-10-10,DS06,SKU0256,21,0,1,0,20,0,0,0
2025-10-22,DS06,SKU0256,22,8,3,0,19,0,0,8
2026-02-05,DS06,SKU0256,19,0,6,0,13,0,0,0
2025-03-03,DS06,SKU0085,0,0,0,0,0,2,1,12
2025-11-29,DS06,SKU0085,6,0,1,0,5,0,0,0
2026-03-02,DS06,SKU0085,4,0,3,0,1,0,0,12
2025-06-27,DS06,SKU0013,11,0,6,0,5,0,0,0
2025-01-13,DS06,SKU0043,2,0,2,0,0,0,0,15
2025-03-13,DS06,SKU0043,18,0,2,0,16,0,0,0
2025-09-07,DS06,SKU0043,13,0,2,0,11,0,0,0
2026-02-25,DS06,SKU0043,19,15,3,0,16,0,0,15
2025-03-03,DS06,SKU0066,2,0,1,0,1,0,0,21
2025-04-06,DS06,SKU0066,12,0,0,0,12,0,0,0
2026-01-06,DS06,SKU0066,6,0,1,0,5,0,0,0
2026-05-19,DS06,SKU0113,27,0,3,0,24,0,0,0
2025-09-29,DS06,SKU0103,16,0,2,0,14,0,0,12
2026-02-13,DS06,SKU0103,20,10,4,0,16,0,0,0
2025-08-25,DS06,SKU0134,35,0,3,0,32,0,0,0
2026-05-18,DS06,SKU0134,30,0,1,0,29,0,0,23
2026-02-06,DS06,SKU0259,13,0,4,0,9,0,0,0
2026-01-20,DS06,SKU0209,8,8,2,0,6,0,0,0
2026-05-04,DS06,SKU0209,0,0,0,0,0,1,1,8
2025-11-29,DS06,SKU0050,10,0,4,0,6,0,0,0
2025-11-17,DS06,SKU0181,22,0,2,0,20,0,0,9
2025-05-14,DS06,SKU0135,21,0,3,0,18,0,0,0
2025-09-06,DS06,SKU0016,9,0,3,0,6,0,0,0
2025-04-02,DS06,SKU0081,0,0,0,0,0,5,1,0
2025-02-13,DS06,SKU0195,16,0,1,0,15,0,0,0
2025-06-06,DS06,SKU0195,5,0,2,0,3,0,0,0
2025-07-31,DS06,SKU0195,9,0,2,0,7,0,0,0
2025-12-30,DS06,SKU0236,18,0,0,0,18,0,0,0
2026-05-11,DS06,SKU0236,9,6,1,0,8,0,0,12
2025-07-14,DS06,SKU0242,19,6,2,0,17,0,0,12
2025-03-18,DS06,SKU0251,19,0,2,0,17,0,0,0
2026-06-05,DS06,SKU0251,16,0,3,0,13,0,0,0
2025-02-28,DS06,SKU0230,18,0,1,0,17,0,0,0
2025-12-22,DS06,SKU0230,21,11,0,0,21,0,0,0
2025-12-28,DS06,SKU0230,17,0,4,0,13,0,0,0
2026-01-16,DS06,SKU0230,6,0,3,0,3,0,0,0
2025-11-09,DS06,SKU0200,11,0,3,0,8,0,0,0
2025-05-17,DS06,SKU0225,11,0,1,0,10,0,0,0
2025-09-01,DS06,SKU0240,18,12,0,0,18,0,0,6
2025-09-28,DS06,SKU0240,12,0,3,0,9,0,0,0
2025-03-06,DS06,SKU0264,8,0,3,0,5,0,0,0
2025-05-21,DS06,SKU0264,15,0,2,0,13,0,0,0
2026-01-13,DS06,SKU0264,11,0,3,0,8,0,0,0
2026-05-16,DS06,SKU0264,20,0,2,0,18,0,0,0
2025-11-04,DS06,SKU0226,13,0,3,0,10,0,0,0
2026-06-08,DS06,SKU0226,18,12,2,0,16,0,0,12
2025-04-17,DS06,SKU0156,26,0,0,0,26,0,0,0
2025-03-31,DS06,SKU0086,0,0,0,0,0,1,1,7
2026-05-26,DS06,SKU0086,7,7,4,0,3,0,0,0
2026-03-06,DS06,SKU0022,0,0,0,0,0,3,1,0
2025-05-14,DS06,SKU0138,8,0,2,0,6,0,0,0
2026-02-14,DS06,SKU0194,7,0,5,0,2,0,0,0
2026-02-22,DS06,SKU0194,14,0,2,0,12,0,0,0
2025-09-04,DS06,SKU0121,26,0,1,0,25,0,0,0
2025-08-12,DS06,SKU0128,5,0,0,0,5,0,0,0
2026-03-09,DS06,SKU0128,16,0,5,0,11,0,0,16
2025-04-11,DS06,SKU0087,5,0,1,0,4,0,0,0
2025-04-23,DS06,SKU0035,12,11,0,0,12,0,0,0
2025-06-17,DS06,SKU0035,13,0,1,0,12,0,0,0
2025-07-19,DS06,SKU0035,7,0,0,0,7,0,0,0
2026-06-19,DS06,SKU0035,7,0,2,0,5,0,0,0
2025-07-16,DS06,SKU0059,12,10,1,0,11,0,0,0
2025-09-28,DS06,SKU0059,8,0,0,0,8,0,0,0
2025-04-16,DS06,SKU0037,5,0,0,5,0,0,0,17
2025-05-13,DS06,SKU0037,8,0,1,0,7,0,0,0
2025-01-18,DS06,SKU0179,10,0,2,0,8,0,0,0
2025-12-15,DS06,SKU0179,12,0,2,0,10,0,0,0
2026-06-28,DS06,SKU0210,0,0,0,0,0,3,1,0
2025-08-09,DS06,SKU0002,12,0,1,0,11,0,0,0
2025-09-06,DS06,SKU0002,12,0,0,0,12,0,0,0
2026-02-06,DS06,SKU0091,8,0,3,5,0,0,0,0
2026-06-11,DS06,SKU0091,6,0,0,0,6,0,0,0
2025-02-19,DS06,SKU0068,3,0,0,0,3,0,0,0
2025-11-10,DS06,SKU0068,2,0,1,0,1,0,0,8
2025-04-18,DS06,SKU0253,19,0,1,0,18,0,0,0
2025-05-18,DS06,SKU0167,6,0,2,0,4,0,0,0
2026-01-02,DS06,SKU0167,10,0,1,0,9,0,0,0
2025-09-27,DS06,SKU0197,12,0,0,0,12,0,0,0
2025-10-27,DS06,SKU0197,5,0,1,0,4,0,0,0
2026-03-25,DS06,SKU0191,6,0,1,0,5,0,0,0
2025-06-04,DS06,SKU0238,11,7,0,0,11,0,0,0
2025-10-11,DS06,SKU0238,8,0,0,0,8,0,0,0
2026-04-21,DS06,SKU0238,3,0,2,0,1,0,0,0
2026-03-05,DS06,SKU0222,13,0,1,0,12,0,0,0
2025-10-01,DS06,SKU0051,19,17,1,0,18,0,0,0
2025-09-02,DS06,SKU0131,18,0,0,0,18,0,0,0
2026-02-12,DS06,SKU0131,7,0,1,0,6,0,0,0
2026-06-18,DS06,SKU0115,11,0,0,0,11,0,0,0
2026-06-22,DS06,SKU0115,6,0,0,0,6,0,0,16
2025-07-12,DS06,SKU0190,11,0,1,0,10,0,0,0
2026-06-08,DS06,SKU0190,14,9,3,0,11,0,0,0
2025-05-05,DS06,SKU0073,1,0,0,0,1,0,0,8
2026-05-31,DS06,SKU0073,3,0,2,0,1,0,0,0
2025-06-27,DS06,SKU0010,7,0,1,0,6,0,0,0
2025-10-29,DS06,SKU0010,7,0,0,0,7,0,0,0
2026-04-15,DS06,SKU0010,9,0,3,0,6,0,0,0
2025-03-07,DS06,SKU0069,7,0,2,0,5,0,0,0
2026-01-02,DS06,SKU0028,7,0,0,0,7,0,0,0
2025-01-13,DS06,SKU0184,3,0,1,0,2,0,0,12
2025-01-22,DS06,SKU0184,8,0,1,0,7,0,0,0
2025-06-23,DS06,SKU0239,15,8,0,0,15,0,0,0
2025-07-25,DS06,SKU0239,5,0,0,0,5,0,0,0
2025-11-08,DS06,SKU0193,7,0,0,0,7,0,0,0
2025-06-14,DS06,SKU0006,7,0,0,0,7,0,0,0
2025-09-24,DS06,SKU0006,10,10,0,0,10,0,0,0
2025-01-20,DS06,SKU0044,0,0,0,0,0,1,1,13
2025-10-20,DS06,SKU0044,12,0,0,0,12,0,0,0
2025-03-31,DS06,SKU0174,13,0,1,0,12,0,0,0
2025-05-25,DS06,SKU0174,11,7,1,0,10,0,0,0
2025-12-22,DS06,SKU0082,0,0,0,0,0,0,0,7
2026-03-30,DS06,SKU0082,5,0,0,0,5,0,0,0
2025-10-10,DS06,SKU0144,3,0,1,0,2,0,0,0
2025-05-06,DS06,SKU0188,9,0,0,0,9,0,0,0
2026-01-19,DS06,SKU0188,3,0,0,0,3,0,0,8
2026-03-22,DS06,SKU0188,1,0,1,0,0,0,0,0
2025-01-09,DS06,SKU0149,24,0,0,0,24,0,0,0
2026-02-12,DS06,SKU0149,12,0,0,0,12,0,0,0
2025-01-10,DS06,SKU0099,10,0,1,0,9,0,0,0
2025-09-23,DS06,SKU0099,11,10,0,0,11,0,0,0
2025-11-14,DS06,SKU0099,9,0,0,0,9,0,0,0
2025-01-10,DS06,SKU0180,9,0,0,0,9,0,0,0
2025-02-22,DS06,SKU0180,6,0,1,0,5,0,0,0
2026-06-26,DS06,SKU0008,0,0,0,0,0,2,1,0
2025-03-18,DS06,SKU0232,6,0,0,0,6,0,0,0
2025-05-13,DS06,SKU0232,3,0,0,0,3,0,0,0
2025-12-07,DS06,SKU0162,15,11,0,0,15,0,0,0
2025-05-11,DS06,SKU0004,6,0,1,0,5,0,0,0
2025-08-15,DS06,SKU0038,13,0,0,0,13,0,0,0
2025-12-14,DS06,SKU0038,11,0,1,0,10,0,0,0
2025-04-04,DS06,SKU0072,0,0,0,0,0,2,1,0
2025-08-27,DS06,SKU0072,0,0,0,0,0,0,0,0
2025-04-16,DS06,SKU0142,14,0,1,0,13,0,0,0
2025-11-09,DS06,SKU0142,6,0,0,0,6,0,0,0
2026-04-09,DS06,SKU0142,2,0,0,0,2,0,0,0
2026-06-02,DS06,SKU0142,20,13,0,0,20,0,0,0
2025-12-17,DS06,SKU0116,13,0,1,0,12,0,0,0
2025-05-23,DS06,SKU0015,9,0,0,0,9,0,0,0
2026-01-15,DS06,SKU0015,0,0,0,0,0,0,0,0
2026-05-21,DS06,SKU0015,8,0,0,0,8,0,0,0
2025-04-28,DS06,SKU0005,0,0,0,0,0,0,0,9
2026-01-04,DS06,SKU0104,8,0,0,0,8,0,0,0
2025-07-19,DS06,SKU0042,11,0,0,0,11,0,0,0
2025-03-07,DS06,SKU0185,9,0,0,0,9,0,0,0
2026-04-30,DS06,SKU0185,5,0,0,0,5,0,0,0
2025-10-09,DS06,SKU0250,9,0,0,0,9,0,0,0
2026-06-05,DS06,SKU0250,7,0,0,0,7,0,0,0
2025-10-10,DS06,SKU0009,0,0,0,0,0,0,0,0
2025-10-04,DS06,SKU0054,11,0,0,0,11,0,0,0
2026-02-13,DS06,SKU0159,5,0,0,0,5,0,0,0
2025-02-18,DS06,SKU0093,10,10,1,0,9,0,0,0
2026-06-13,DS06,SKU0093,0,0,0,0,0,0,0,0
2025-02-12,DS06,SKU0136,5,0,2,0,3,0,0,0
2025-02-28,DS06,SKU0136,10,0,0,0,10,0,0,0
2025-03-14,DS06,SKU0136,16,0,1,0,15,0,0,0
2025-07-19,DS06,SKU0070,4,0,0,0,4,0,0,0
2025-08-28,DS06,SKU0070,2,0,0,0,2,0,0,0
2025-01-14,DS06,SKU0183,5,0,1,0,4,0,0,0
2025-06-02,DS06,SKU0183,11,0,0,0,11,0,0,0
2026-05-26,DS06,SKU0183,5,0,0,0,5,0,0,0
2025-06-09,DS06,SKU0231,7,0,1,0,6,0,0,6
2025-03-22,DS06,SKU0168,3,0,1,0,2,0,0,0
2025-02-16,DS06,SKU0186,9,0,0,0,9,0,0,0
2025-06-27,DS06,SKU0186,5,0,2,0,3,0,0,0
2026-04-06,DS06,SKU0186,9,0,1,0,8,0,0,0
2025-02-17,DS06,SKU0077,0,0,0,0,0,0,0,6
2025-07-12,DS06,SKU0077,6,6,4,0,2,0,0,0
2025-10-26,DS06,SKU0077,4,0,0,0,4,0,0,0
2026-05-17,DS06,SKU0031,3,0,1,0,2,0,0,0
2026-02-22,DS06,SKU0089,9,0,0,0,9,0,0,0
2026-05-15,DS06,SKU0089,10,0,0,0,10,0,0,0
2026-02-14,DS06,SKU0067,0,0,0,0,0,1,1,0
2025-06-06,DS06,SKU0041,12,0,0,0,12,0,0,0
2025-12-30,DS06,SKU0041,13,0,0,0,13,0,0,0
2025-08-24,DS06,SKU0110,23,0,3,0,20,0,0,0
2025-12-28,DS06,SKU0110,9,0,1,0,8,0,0,0
2026-05-01,DS06,SKU0110,13,0,0,0,13,0,0,0
2026-06-22,DS06,SKU0110,10,0,0,0,10,0,0,0
2025-03-16,DS06,SKU0025,4,0,0,0,4,0,0,0
2025-08-06,DS06,SKU0130,23,0,0,0,23,0,0,0
2026-03-03,DS06,SKU0130,20,0,1,0,19,0,0,0
2025-06-10,DS06,SKU0105,12,0,0,0,12,0,0,0
2026-01-01,DS06,SKU0105,4,0,0,0,4,0,0,0
2026-05-17,DS07,SKU0176,130,84,19,0,111,0,0,0
2025-06-16,DS07,SKU0161,83,0,10,0,73,0,0,63
2025-03-25,DS07,SKU0266,88,0,15,0,73,0,0,0
2025-01-21,DS07,SKU0117,61,0,8,0,53,0,0,0
2025-09-28,DS07,SKU0117,102,44,8,0,94,0,0,0
2026-06-30,DS07,SKU0117,92,0,10,0,82,0,0,0
2025-02-10,DS07,SKU0122,65,0,4,0,61,0,0,36
2025-10-05,DS07,SKU0122,91,18,11,0,80,0,0,0
2025-01-09,DS07,SKU0076,19,16,7,0,12,0,0,0
2025-02-28,DS07,SKU0076,30,0,7,0,23,0,0,0
2025-12-18,DS07,SKU0076,24,24,10,0,14,0,0,0
2026-04-07,DS07,SKU0127,58,0,4,0,54,0,0,0
2025-10-02,DS07,SKU0106,46,0,9,0,37,0,0,0
2026-03-10,DS07,SKU0106,56,0,12,0,44,0,0,0
2025-03-14,DS07,SKU0219,52,0,13,0,39,0,0,0
2025-10-18,DS07,SKU0219,42,0,10,0,32,0,0,0
2025-06-07,DS07,SKU0143,25,0,8,0,17,0,0,0
2025-08-17,DS07,SKU0143,69,28,5,0,64,0,0,0
2026-02-11,DS07,SKU0143,52,0,5,0,47,0,0,14
2025-04-19,DS07,SKU0032,23,0,6,0,17,0,0,0
2026-01-14,DS07,SKU0032,30,27,4,0,26,0,0,9
2025-01-31,DS07,SKU0061,25,0,2,0,23,0,0,0
2026-02-06,DS07,SKU0061,30,0,8,0,22,0,0,0
2026-03-04,DS07,SKU0061,57,36,10,0,47,0,0,24
2025-07-23,DS07,SKU0023,20,20,4,0,16,0,0,0
2025-01-19,DS07,SKU0012,6,0,6,0,0,0,0,0
2026-06-26,DS07,SKU0012,12,0,8,0,4,0,0,0
2025-07-29,DS07,SKU0169,38,14,4,0,34,0,0,0
2025-07-15,DS07,SKU0132,51,17,7,0,44,0,0,0
2025-04-09,DS07,SKU0218,39,0,5,0,34,0,0,8
2025-04-25,DS07,SKU0218,30,0,5,0,25,0,0,0
2025-05-05,DS07,SKU0043,27,0,1,0,26,0,0,15
2025-08-11,DS07,SKU0043,27,0,1,0,26,0,0,15
2025-09-10,DS07,SKU0043,36,14,6,0,30,0,0,0
2025-09-11,DS07,SKU0043,30,0,2,0,28,0,0,0
2025-05-25,DS07,SKU0066,16,0,4,0,12,0,0,0
2025-10-22,DS07,SKU0066,4,0,4,0,0,0,0,7
2026-02-02,DS07,SKU0066,16,0,5,0,11,0,0,21
2025-05-28,DS07,SKU0113,31,0,8,0,23,0,0,17
2026-04-01,DS07,SKU0113,31,0,4,0,27,0,0,0
2025-04-30,DS07,SKU0134,36,0,1,0,35,0,0,0
2025-05-17,DS07,SKU0134,32,0,4,0,28,0,0,0
2025-07-10,DS07,SKU0134,24,0,9,0,15,0,0,0
2025-05-20,DS07,SKU0209,12,12,5,0,7,0,0,0
2025-12-24,DS07,SKU0050,26,24,3,0,-1,0,0,0
2026-05-27,DS07,SKU0050,28,0,1,0,27,0,0,12
2025-11-19,DS07,SKU0181,31,0,3,0,28,0,0,9
2026-01-29,DS07,SKU0135,37,0,4,0,33,0,0,0
2026-05-22,DS07,SKU0135,23,0,6,0,17,0,0,0
2025-07-12,DS07,SKU0016,14,0,9,0,5,0,0,0
2025-12-23,DS07,SKU0016,7,0,2,0,5,0,0,0
2026-05-16,DS07,SKU0016,24,24,4,0,20,0,0,0
2026-06-13,DS07,SKU0081,13,4,9,0,4,0,0,0
2026-06-30,DS07,SKU0081,0,0,0,0,0,3,1,0
2025-06-15,DS07,SKU0195,18,0,5,0,13,0,0,0
2025-12-07,DS07,SKU0195,25,0,7,0,18,0,0,0
2026-06-24,DS07,SKU0195,19,0,5,0,14,0,0,9
2026-01-04,DS07,SKU0049,15,0,5,0,10,0,0,0
2025-02-09,DS07,SKU0030,5,0,0,0,5,0,0,0
2025-11-04,DS07,SKU0030,0,0,0,0,0,1,1,0
2026-05-21,DS07,SKU0030,3,0,2,0,1,0,0,0
2025-01-02,DS07,SKU0236,0,0,0,0,0,2,1,0
2025-07-18,DS07,SKU0236,26,0,4,0,22,0,0,0
2025-10-24,DS07,SKU0242,26,0,5,0,21,0,0,0
2026-03-23,DS07,SKU0242,21,12,3,0,18,0,0,24
2025-02-26,DS07,SKU0251,32,30,5,0,27,0,0,12
2025-03-03,DS07,SKU0251,22,6,2,0,20,0,0,12
2025-03-25,DS07,SKU0251,17,0,4,0,13,0,0,0
2025-08-02,DS07,SKU0251,17,0,4,0,13,0,0,0
2025-06-21,DS07,SKU0147,12,0,3,0,9,0,0,0
2025-10-04,DS07,SKU0147,21,0,7,0,14,0,0,0
2025-11-27,DS07,SKU0147,18,0,3,0,15,0,0,0
2026-04-21,DS07,SKU0147,24,0,1,0,23,0,0,0
2025-05-23,DS07,SKU0200,12,0,1,0,11,0,0,0
2026-01-03,DS07,SKU0200,23,11,2,0,21,0,0,0
2025-11-27,DS07,SKU0225,24,0,4,0,20,0,0,0
2026-03-16,DS07,SKU0225,35,13,5,0,30,0,0,16
2025-02-03,DS07,SKU0092,0,0,0,0,0,4,1,8
2025-03-26,DS07,SKU0092,6,0,0,0,6,0,0,8
2025-08-09,DS07,SKU0092,4,0,4,0,0,1,1,0
2025-04-08,DS07,SKU0240,35,0,6,0,29,0,0,0
2025-10-20,DS07,SKU0240,29,6,3,0,26,0,0,18
2025-10-29,DS07,SKU0240,22,6,2,0,20,0,0,6
2025-10-01,DS07,SKU0260,23,0,0,0,23,0,0,0
2026-02-11,DS07,SKU0226,24,0,1,0,23,0,0,12
2025-12-27,DS07,SKU0156,17,0,3,0,14,0,0,0
2026-02-04,DS07,SKU0156,44,0,3,0,41,0,0,0
2026-05-04,DS07,SKU0156,33,0,2,0,31,0,0,24
2025-01-26,DS07,SKU0086,5,0,0,0,5,0,0,0
2025-06-14,DS07,SKU0086,5,0,4,0,1,0,0,0
2026-05-23,DS07,SKU0086,9,0,2,7,0,0,0,0
2025-07-11,DS07,SKU0198,8,0,2,0,6,0,0,0
2025-10-12,DS07,SKU0198,20,0,2,0,18,0,0,0
2025-11-04,DS07,SKU0198,25,0,5,0,20,0,0,0
2026-03-25,DS07,SKU0194,14,0,1,0,13,0,0,0
2025-05-30,DS07,SKU0121,30,23,2,0,28,0,0,0
2025-04-08,DS07,SKU0145,19,0,3,0,16,0,0,0
2025-02-01,DS07,SKU0128,15,0,2,0,13,0,0,0
2026-04-26,DS07,SKU0128,25,16,2,0,23,0,0,0
2025-08-06,DS07,SKU0035,14,0,1,0,13,0,0,11
2025-12-01,DS07,SKU0035,7,0,2,0,5,0,0,11
2025-04-16,DS07,SKU0079,2,0,1,0,1,0,0,8
2026-06-20,DS07,SKU0079,12,0,2,0,10,0,0,0
2026-06-29,DS07,SKU0079,3,0,2,0,1,0,0,16
2025-04-08,DS07,SKU0210,6,6,1,0,5,0,0,0
2025-12-25,DS07,SKU0210,8,6,2,0,6,0,0,0
2026-06-05,DS07,SKU0210,5,0,5,0,0,0,0,0
2025-01-01,DS07,SKU0096,0,0,0,0,0,4,1,9
2025-05-22,DS07,SKU0096,15,9,1,0,14,0,0,0
2026-03-17,DS07,SKU0207,6,6,2,0,4,0,0,0
2025-01-07,DS07,SKU0091,9,9,0,0,9,0,0,0
2025-02-20,DS07,SKU0091,6,0,1,0,5,0,0,0
2025-08-06,DS07,SKU0091,8,0,0,0,8,0,0,0
2026-01-26,DS07,SKU0091,0,0,0,0,0,0,0,9
2025-04-14,DS07,SKU0068,3,0,0,0,3,0,0,8
2025-10-02,DS07,SKU0068,8,8,2,0,6,0,0,0
2026-05-13,DS07,SKU0253,24,0,2,0,22,0,0,0
2025-02-24,DS07,SKU0167,19,10,3,0,16,0,0,10
2025-08-03,DS07,SKU0167,15,0,1,0,14,0,0,0
2026-01-10,DS07,SKU0191,13,10,1,0,12,0,0,0
2026-03-14,DS07,SKU0191,10,10,0,0,10,0,0,0
2025-01-02,DS07,SKU0051,0,0,0,0,0,1,1,0
