date,store_id,active_captains,orders_placed,orders_delivered,avg_delivery_min,capacity_orders,utilisation_pct,fleet_cost_aed
2025-12-25,DS03,10,169,166,18.7,180,93.9,1532.0
2025-12-25,DS07,5,121,108,32.6,90,134.4,816.0
2025-12-26,DS01,11,165,163,19.8,198,83.3,1646.0
2025-12-26,DS02,9,130,127,19.8,162,80.2,1334.0
2025-12-26,DS03,14,199,195,19.2,252,79.0,2070.0
2025-12-26,DS06,5,67,65,21.0,90,74.4,730.0
2025-12-27,DS01,10,149,147,18.8,180,82.8,1494.0
2025-12-27,DS06,5,71,69,21.2,90,78.9,738.0
2025-12-27,DS07,7,138,122,31.8,126,109.5,1084.0
2025-12-28,DS01,8,121,117,19.1,144,84.0,1194.0
2025-12-28,DS02,7,109,107,20.5,126,86.5,1054.0
2025-12-28,DS04,6,84,83,21.7,108,77.8,886.0
2025-12-28,DS06,4,54,52,20.7,72,75.0,584.0
2025-12-28,DS07,5,106,93,29.5,90,117.8,786.0
2025-12-29,DS01,7,101,100,19.9,126,80.2,1040.0
2025-12-29,DS02,6,78,75,21.0,108,72.2,870.0
2025-12-29,DS05,4,57,56,21.4,72,79.2,592.0
2025-12-29,DS06,3,46,46,20.8,54,85.2,452.0
2025-12-30,DS03,9,128,124,20.1,162,79.0,1328.0
2025-12-30,DS05,4,57,52,18.9,72,79.2,584.0
2025-12-30,DS06,3,48,47,23.6,54,88.9,454.0
2025-12-30,DS08,5,64,63,21.9,90,71.1,726.0
2025-12-31,DS01,9,130,124,19.4,162,80.2,1328.0
2025-12-31,DS03,11,150,149,19.2,198,75.8,1618.0
2025-12-31,DS05,4,65,65,19.1,72,90.3,610.0
2025-12-31,DS08,5,66,65,21.4,90,73.3,730.0
2026-01-01,DS03,11,167,163,19.4,198,84.3,1646.0
2026-01-01,DS04,8,104,98,20.5,144,72.2,1156.0
2026-01-02,DS02,9,142,138,20.6,162,87.7,1356.0
2026-01-02,DS04,9,119,115,20.6,162,73.5,1310.0
2026-01-02,DS07,6,136,123,33.1,108,125.9,966.0
2026-01-02,DS08,5,79,78,21.4,90,87.8,756.0
2026-01-03,DS03,13,190,189,18.6,234,81.2,1938.0
2026-01-03,DS04,7,119,116,21.1,126,94.4,1072.0
2026-01-04,DS01,8,116,116,19.2,144,80.6,1192.0
2026-01-04,DS03,10,157,156,19.7,180,87.2,1512.0
2026-01-04,DS08,5,77,75,20.7,90,85.6,750.0
2026-01-05,DS04,5,79,77,21.6,90,87.8,754.0
2026-01-05,DS05,4,60,59,20.5,72,83.3,598.0
2026-01-05,DS06,4,48,46,20.2,72,66.7,572.0
2026-01-06,DS02,6,85,85,19.2,108,78.7,890.0
2026-01-06,DS03,9,132,132,19.5,162,81.5,1344.0
2026-01-06,DS07,4,99,89,31.6,72,137.5,658.0
2026-01-06,DS08,4,61,59,20.6,72,84.7,598.0
2026-01-07,DS03,11,168,164,19.4,198,84.8,1648.0
2026-01-07,DS08,5,68,65,20.9,90,75.6,730.0
2026-01-08,DS02,9,126,125,19.2,162,77.8,1330.0
2026-01-08,DS03,11,166,162,18.5,198,83.8,1644.0
2026-01-08,DS04,7,96,95,20.5,126,76.2,1030.0
2026-01-08,DS05,6,79,75,20.5,108,73.1,870.0
2026-01-08,DS06,4,56,56,20.9,72,77.8,592.0
2026-01-08,DS08,6,83,81,20.4,108,76.9,882.0
2026-01-09,DS03,14,201,195,18.8,252,79.8,2070.0
2026-01-09,DS06,5,71,67,20.2,90,78.9,734.0
2026-01-09,DS08,6,86,84,22.1,108,79.6,888.0
2026-01-10,DS03,15,204,198,18.6,270,75.6,2196.0
2026-01-10,DS06,5,66,64,20.6,90,73.3,728.0
2026-01-10,DS08,7,94,94,20.4,126,74.6,1028.0
2026-01-11,DS01,9,124,121,18.5,162,76.5,1322.0
2026-01-11,DS02,7,102,99,19.2,126,81.0,1038.0
2026-01-11,DS03,10,153,148,18.8,180,85.0,1496.0
2026-01-11,DS04,7,91,90,19.9,126,72.2,1020.0
2026-01-11,DS07,4,99,89,32.6,72,137.5,658.0
2026-01-11,DS08,5,76,75,19.5,90,84.4,750.0
2026-01-12,DS02,5,80,78,19.5,90,88.9,756.0
2026-01-12,DS03,9,135,135,17.6,162,83.3,1350.0
2026-01-12,DS07,4,90,75,31.0,72,125.0,630.0
2026-01-13,DS07,3,87,81,30.9,54,161.1,522.0
2026-01-13,DS08,4,56,54,21.2,72,77.8,588.0
2026-01-14,DS04,7,91,90,19.8,126,72.2,1020.0
2026-01-14,DS06,3,51,50,21.9,54,94.4,460.0
2026-01-14,DS08,4,66,63,19.3,72,91.7,606.0
2026-01-15,DS01,8,135,133,20.1,144,93.8,1226.0
2026-01-15,DS02,8,112,107,20.6,144,77.8,1174.0
2026-01-15,DS03,10,159,154,18.5,180,88.3,1508.0
2026-01-15,DS07,5,114,106,33.0,90,126.7,812.0
2026-01-15,DS08,5,73,71,20.8,90,81.1,742.0
2026-01-16,DS03,15,205,201,18.8,270,75.9,2202.0
2026-01-16,DS05,6,90,87,20.8,108,83.3,894.0
2026-01-16,DS06,5,71,65,20.8,90,78.9,730.0
2026-01-16,DS07,6,132,124,31.1,108,122.2,968.0
2026-01-17,DS01,11,162,157,19.7,198,81.8,1634.0
2026-01-17,DS05,6,96,93,20.7,108,88.9,906.0
2026-01-17,DS06,5,72,70,19.7,90,80.0,740.0
2026-01-17,DS07,6,134,121,31.2,108,124.1,962.0
2026-01-18,DS01,9,122,121,19.9,162,75.3,1322.0
2026-01-18,DS02,7,104,102,20.2,126,82.5,1044.0
2026-01-18,DS03,11,149,148,18.6,198,75.3,1616.0
2026-01-18,DS06,5,61,59,20.3,90,67.8,718.0
2026-01-19,DS01,7,109,107,19.4,126,86.5,1054.0
2026-01-19,DS03,9,130,127,19.5,162,80.2,1334.0
2026-01-19,DS06,3,42,40,21.5,54,77.8,440.0
2026-01-19,DS07,4,88,78,31.4,72,122.2,636.0
2026-01-19,DS08,4,58,57,19.0,72,80.6,594.0
2026-01-20,DS03,9,129,127,18.5,162,79.6,1334.0
2026-01-20,DS04,6,80,80,20.6,108,74.1,880.0
2026-01-20,DS05,4,63,63,18.8,72,87.5,606.0
2026-01-21,DS02,6,87,81,19.5,108,80.6,882.0
2026-01-21,DS04,6,92,92,21.1,108,85.2,904.0
2026-01-21,DS05,5,73,68,20.1,90,81.1,736.0
2026-01-22,DS02,8,115,113,19.9,144,79.9,1186.0
2026-01-22,DS03,13,173,171,18.3,234,73.9,1902.0
2026-01-22,DS05,6,83,80,20.1,108,76.9,880.0
2026-01-22,DS06,4,61,58,21.3,72,84.7,596.0
2026-01-22,DS07,5,115,108,31.2,90,127.8,816.0
2026-01-22,DS08,4,66,62,20.9,72,91.7,604.0
2026-01-23,DS02,10,132,129,20.9,180,73.3,1458.0
2026-01-23,DS03,13,201,197,19.2,234,85.9,1954.0
2026-01-23,DS04,7,118,116,20.9,126,93.7,1072.0
2026-01-23,DS05,7,96,95,20.2,126,76.2,1030.0
2026-01-23,DS07,7,136,125,31.9,126,107.9,1090.0
2026-01-23,DS08,6,92,88,21.6,108,85.2,896.0
2026-01-24,DS01,11,162,158,20.1,198,81.8,1636.0
2026-01-24,DS02,9,125,124,19.6,162,77.2,1328.0
2026-01-24,DS03,15,195,189,19.6,270,72.2,2178.0
2026-01-25,DS02,7,98,95,20.6,126,77.8,1030.0
2026-01-25,DS03,11,165,162,19.0,198,83.3,1644.0
2026-01-25,DS05,5,71,71,18.9,90,78.9,742.0
2026-01-25,DS07,5,110,103,31.4,90,122.2,806.0
2026-01-26,DS02,6,92,91,19.9,108,85.2,902.0
2026-01-26,DS04,6,72,70,21.3,108,66.7,860.0
2026-01-26,DS07,4,87,75,31.6,72,120.8,630.0
2026-01-27,DS01,7,109,108,19.6,126,86.5,1056.0
2026-01-27,DS03,9,139,133,19.6,162,85.8,1346.0
2026-01-27,DS04,6,85,82,20.0,108,78.7,884.0
2026-01-27,DS07,4,88,83,32.5,72,122.2,646.0
2026-01-28,DS01,9,124,120,20.3,162,76.5,1320.0
2026-01-28,DS02,6,104,99,20.0,108,96.3,918.0
2026-01-28,DS03,11,154,152,18.3,198,77.8,1624.0
2026-01-28,DS04,6,85,82,21.6,108,78.7,884.0
2026-01-28,DS05,5,78,77,20.2,90,86.7,754.0
2026-01-29,DS01,9,131,127,20.4,162,80.9,1334.0
2026-01-29,DS07,5,118,109,30.3,90,131.1,818.0
2026-01-29,DS08,6,87,85,20.7,108,80.6,890.0
2026-01-30,DS02,9,140,137,19.9,162,86.4,1354.0
2026-01-30,DS07,7,147,132,33.2,126,116.7,1104.0
2026-01-30,DS08,7,91,88,20.8,126,72.2,1016.0
2026-01-31,DS02,9,140,137,19.3,162,86.4,1354.0
2026-01-31,DS04,9,127,122,20.9,162,78.4,1324.0
2026-01-31,DS05,6,92,88,19.6,108,85.2,896.0
2026-01-31,DS07,5,130,120,32.2,90,144.4,840.0
2026-02-01,DS01,10,137,135,19.3,180,76.1,1470.0
2026-02-01,DS05,5,69,65,20.2,90,76.7,730.0
2026-02-01,DS06,4,54,51,21.9,72,75.0,582.0
2026-02-02,DS01,7,99,98,19.0,126,78.6,1036.0
2026-02-02,DS03,8,128,127,18.7,144,88.9,1214.0
2026-02-02,DS04,5,69,68,19.9,90,76.7,736.0
2026-02-02,DS06,4,51,48,20.7,72,70.8,576.0
2026-02-03,DS01,7,104,99,19.0,126,82.5,1038.0
2026-02-03,DS02,5,79,77,20.5,90,87.8,754.0
2026-02-03,DS06,3,44,43,21.2,54,81.5,446.0
2026-02-03,DS07,4,96,89,31.3,72,133.3,658.0
2026-02-04,DS01,8,118,115,19.5,144,81.9,1190.0
2026-02-04,DS02,6,91,91,20.1,108,84.3,902.0
2026-02-04,DS04,6,88,86,21.2,108,81.5,892.0
2026-02-04,DS08,4,66,63,20.7,72,91.7,606.0
2026-02-05,DS03,10,156,151,18.8,180,86.7,1502.0
2026-02-05,DS05,5,80,78,21.8,90,88.9,756.0
2026-02-05,DS08,6,82,82,20.7,108,75.9,884.0
2026-02-06,DS01,10,167,161,18.7,180,92.8,1522.0
2026-02-06,DS02,9,134,133,20.6,162,82.7,1346.0
2026-02-06,DS03,14,207,204,19.1,252,82.1,2088.0
2026-02-06,DS05,7,94,93,21.2,126,74.6,1026.0
2026-02-06,DS06,5,68,68,20.7,90,75.6,736.0
2026-02-06,DS07,6,147,132,32.0,108,136.1,984.0
2026-02-06,DS08,5,92,89,22.3,90,102.2,778.0
2026-02-07,DS01,11,162,160,19.7,198,81.8,1640.0
2026-02-07,DS03,14,202,198,18.5,252,80.2,2076.0
2026-02-07,DS05,6,88,86,20.9,108,81.5,892.0
2026-02-07,DS08,7,92,91,20.4,126,73.0,1022.0
2026-02-08,DS01,7,122,118,19.8,126,96.8,1076.0
2026-02-08,DS02,8,106,105,20.9,144,73.6,1170.0
2026-02-08,DS06,4,52,52,20.8,72,72.2,584.0
2026-02-08,DS08,5,74,71,19.9,90,82.2,742.0
2026-02-09,DS03,9,133,133,18.5,162,82.1,1346.0
2026-02-09,DS04,5,72,70,21.5,90,80.0,740.0
2026-02-09,DS08,4,60,60,22.0,72,83.3,600.0
2026-02-10,DS03,9,133,132,19.8,162,82.1,1344.0
2026-02-10,DS06,3,51,49,21.1,54,94.4,458.0
2026-02-10,DS07,5,104,94,33.9,90,115.6,788.0
2026-02-11,DS03,10,164,159,19.4,180,91.1,1518.0
2026-02-11,DS05,5,68,67,20.5,90,75.6,734.0
2026-02-11,DS08,4,68,66,18.9,72,94.4,612.0
2026-02-12,DS01,9,142,140,19.5,162,87.7,1360.0
2026-02-12,DS02,8,122,120,19.7,144,84.7,1200.0
2026-02-12,DS04,6,96,92,19.9,108,88.9,904.0
2026-02-12,DS06,3,55,51,21.5,54,101.9,462.0
2026-02-12,DS08,5,71,69,21.5,90,78.9,738.0
2026-02-13,DS03,13,198,196,19.4,234,84.6,1952.0
2026-02-13,DS04,8,122,120,19.0,144,84.7,1200.0
2026-02-13,DS05,6,95,94,19.8,108,88.0,908.0
2026-02-14,DS02,9,141,137,20.3,162,87.0,1354.0
2026-02-14,DS06,5,74,74,19.8,90,82.2,748.0
2026-02-14,DS08,6,89,86,21.8,108,82.4,892.0
2026-02-15,DS04,7,89,87,19.7,126,70.6,1014.0
2026-02-15,DS06,3,47,45,20.3,54,87.0,450.0
2026-02-15,DS08,6,83,81,21.1,108,76.9,882.0
2026-02-16,DS01,6,91,90,18.9,108,84.3,900.0
2026-02-16,DS02,5,79,78,20.9,90,87.8,756.0
2026-02-16,DS04,5,72,72,21.0,90,80.0,744.0
2026-02-16,DS07,4,88,79,31.4,72,122.2,638.0
2026-02-17,DS01,11,164,162,19.4,198,82.8,1644.0
2026-02-17,DS02,8,125,122,19.0,144,86.8,1204.0
2026-02-17,DS06,5,75,70,21.3,90,83.3,740.0
2026-02-17,DS08,5,87,82,20.6,90,96.7,764.0
2026-02-18,DS01,11,158,155,19.4,198,79.8,1630.0
2026-02-18,DS04,9,119,116,20.1,162,73.5,1312.0
2026-02-18,DS05,5,86,83,19.3,90,95.6,766.0
2026-02-18,DS07,6,139,128,31.5,108,128.7,976.0
2026-02-18,DS08,5,95,89,20.5,90,105.6,778.0
2026-02-19,DS03,15,221,217,19.5,270,81.9,2234.0
2026-02-19,DS04,8,129,122,21.5,144,89.6,1204.0
2026-02-19,DS05,6,99,98,19.7,108,91.7,916.0
2026-02-19,DS08,7,105,97,21.1,126,83.3,1034.0
2026-02-20,DS05,9,127,122,19.7,162,78.4,1324.0
2026-02-20,DS07,10,202,185,32.5,180,112.2,1570.0
2026-02-21,DS01,15,229,227,19.4,270,84.8,2254.0
2026-02-21,DS02,13,185,181,20.5,234,79.1,1922.0
2026-02-21,DS04,10,151,143,21.9,180,83.9,1486.0
2026-02-21,DS06,7,97,92,21.3,126,77.0,1024.0
2026-02-21,DS07,9,200,187,30.4,162,123.5,1454.0
2026-02-22,DS02,10,147,143,19.6,180,81.7,1486.0
2026-02-22,DS07,7,151,140,32.4,126,119.8,1120.0
2026-02-23,DS01,9,150,147,19.1,162,92.6,1374.0
2026-02-23,DS02,9,123,119,20.5,162,75.9,1318.0
2026-02-23,DS03,13,182,177,20.0,234,77.8,1914.0
2026-02-23,DS05,6,84,83,20.9,108,77.8,886.0
2026-02-23,DS06,5,68,67,21.6,90,75.6,734.0
2026-02-23,DS08,5,79,75,20.7,90,87.8,750.0
2026-02-24,DS01,10,149,143,19.8,180,82.8,1486.0
2026-02-24,DS04,7,110,108,20.0,126,87.3,1056.0
2026-02-24,DS05,6,93,93,19.2,108,86.1,906.0
2026-02-25,DS01,11,159,155,19.2,198,80.3,1630.0
2026-02-25,DS03,14,211,205,18.7,252,83.7,2090.0
2026-02-25,DS04,8,118,114,20.5,144,81.9,1188.0
2026-02-25,DS05,7,100,97,19.6,126,79.4,1034.0
2026-02-25,DS06,6,72,71,20.9,108,66.7,862.0
2026-02-26,DS01,12,182,182,19.2,216,84.3,1804.0
2026-02-26,DS03,17,235,226,18.7,306,76.8,2492.0
2026-02-26,DS06,5,79,74,22.1,90,87.8,748.0
2026-02-26,DS07,8,164,152,31.3,144,113.9,1264.0
2026-02-27,DS01,16,237,234,19.4,288,82.3,2388.0
2026-02-27,DS02,12,182,176,20.1,216,84.3,1792.0
2026-02-27,DS04,13,177,174,20.8,234,75.6,1908.0
2026-02-27,DS05,8,116,115,20.0,144,80.6,1190.0
2026-02-27,DS06,9,117,114,21.5,162,72.2,1308.0
2026-02-27,DS08,10,139,133,20.3,180,77.2,1466.0
2026-02-28,DS02,12,178,177,20.0,216,82.4,1794.0
2026-02-28,DS05,8,124,124,20.6,144,86.1,1208.0
2026-02-28,DS06,7,96,91,20.1,126,76.2,1022.0
2026-02-28,DS07,8,195,174,31.4,144,135.4,1308.0
2026-03-01,DS03,16,210,209,19.4,288,72.9,2338.0
2026-03-01,DS04,10,139,138,21.4,180,77.2,1476.0
2026-03-01,DS05,7,108,102,21.5,126,85.7,1044.0
2026-03-01,DS06,5,72,70,23.3,90,80.0,740.0
2026-03-02,DS03,14,182,179,18.9,252,72.2,2038.0
2026-03-02,DS06,5,76,71,19.4,90,84.4,742.0
2026-03-02,DS08,6,84,81,19.8,108,77.8,882.0
2026-03-03,DS03,14,202,199,19.0,252,80.2,2078.0
2026-03-03,DS04,8,114,109,20.5,144,79.2,1178.0
2026-03-03,DS07,7,137,128,31.1,126,108.7,1096.0
2026-03-03,DS08,6,87,86,19.9,108,80.6,892.0
2026-03-04,DS02,10,141,139,20.8,180,78.3,1478.0
2026-03-04,DS08,7,99,99,21.2,126,78.6,1038.0
2026-03-05,DS01,13,193,190,19.7,234,82.5,1940.0
2026-03-05,DS02,10,159,157,19.9,180,88.3,1514.0
2026-03-05,DS04,9,132,129,21.3,162,81.5,1338.0
2026-03-05,DS06,6,72,71,20.8,108,66.7,862.0
2026-03-05,DS08,7,114,109,20.9,126,90.5,1058.0
2026-03-06,DS03,19,289,285,18.8,342,84.5,2850.0
2026-03-06,DS04,14,175,173,21.5,252,69.4,2026.0
2026-03-06,DS07,10,201,184,32.5,180,111.7,1568.0
2026-03-07,DS04,12,176,175,19.5,216,81.5,1790.0
2026-03-07,DS06,7,103,102,21.5,126,81.7,1044.0
2026-03-07,DS07,9,203,184,32.0,162,125.3,1448.0
2026-03-07,DS08,8,137,135,21.6,144,95.1,1230.0
2026-03-08,DS02,10,156,148,19.5,180,86.7,1496.0
2026-03-08,DS06,5,78,76,20.7,90,86.7,752.0
2026-03-08,DS07,7,155,143,33.0,126,123.0,1126.0
2026-03-09,DS01,11,166,154,20.0,198,83.8,1628.0
2026-03-09,DS02,10,131,129,19.9,180,72.8,1458.0
2026-03-09,DS05,7,97,95,20.0,126,77.0,1030.0
2026-03-10,DS01,11,167,164,19.9,198,84.3,1648.0
2026-03-10,DS05,6,89,86,21.1,108,82.4,892.0
2026-03-10,DS08,6,84,81,20.3,108,77.8,882.0
2026-03-11,DS02,10,134,133,19.4,180,74.4,1466.0
2026-03-11,DS04,8,128,127,20.0,144,88.9,1214.0
2026-03-12,DS03,15,238,235,17.9,270,88.1,2270.0
2026-03-12,DS07,8,165,153,31.5,144,114.6,1266.0
2026-03-12,DS08,7,105,103,21.7,126,83.3,1046.0
2026-03-13,DS02,13,190,185,19.5,234,81.2,1930.0
2026-03-13,DS05,10,137,136,20.8,180,76.1,1472.0
2026-03-13,DS07,9,211,196,32.0,162,130.2,1472.0
2026-03-14,DS01,19,256,247,19.4,342,74.9,2774.0
2026-03-14,DS02,13,197,189,19.9,234,84.2,1938.0
2026-03-14,DS03,22,276,268,19.1,396,69.7,3176.0
2026-03-14,DS07,9,201,187,31.1,162,124.1,1454.0
2026-03-15,DS01,12,186,182,19.5,216,86.1,1804.0
2026-03-15,DS02,10,159,154,19.7,180,88.3,1508.0
2026-03-15,DS03,14,231,228,19.1,252,91.7,2136.0
2026-03-15,DS04,10,137,134,19.2,180,76.1,1468.0
2026-03-15,DS06,7,83,81,21.5,126,65.9,1002.0
2026-03-15,DS07,7,143,133,31.3,126,113.5,1106.0
2026-03-15,DS08,7,102,100,21.6,126,81.0,1040.0
2026-03-16,DS02,8,128,125,20.1,144,88.9,1210.0
2026-03-16,DS03,13,189,188,19.2,234,80.8,1936.0
2026-03-16,DS04,8,115,114,21.4,144,79.9,1188.0
2026-03-16,DS06,5,70,69,20.8,90,77.8,738.0
2026-03-16,DS08,5,78,73,21.5,90,86.7,746.0
2026-03-17,DS03,15,191,187,19.1,270,70.7,2174.0
2026-03-17,DS06,5,79,76,21.1,90,87.8,752.0
2026-03-18,DS04,8,131,127,20.7,144,91.0,1214.0
2026-03-18,DS05,5,87,84,19.8,90,96.7,768.0
2026-03-18,DS07,7,148,133,31.8,126,117.5,1106.0
2026-03-19,DS01,14,200,194,20.8,252,79.4,2068.0
2026-03-19,DS02,11,151,149,20.2,198,76.3,1618.0
2026-03-19,DS03,15,215,211,19.1,270,79.6,2222.0
2026-03-19,DS05,8,120,117,21.3,144,83.3,1194.0
2026-03-19,DS06,5,81,79,21.0,90,90.0,758.0
2026-03-19,DS08,7,106,102,20.9,126,84.1,1044.0
2026-03-20,DS06,8,106,102,20.8,144,73.6,1164.0
2026-03-21,DS02,12,193,188,20.7,216,89.4,1816.0
2026-03-21,DS03,22,285,280,19.3,396,72.0,3200.0
2026-03-21,DS05,10,136,133,19.8,180,75.6,1466.0
2026-03-21,DS06,7,100,93,22.0,126,79.4,1026.0
2026-03-22,DS02,10,141,140,20.8,180,78.3,1480.0
2026-03-22,DS05,8,111,108,19.8,144,77.1,1176.0
2026-03-22,DS06,6,84,83,21.6,108,77.8,886.0
2026-03-22,DS07,7,163,153,31.0,126,129.4,1146.0
2026-03-22,DS08,7,106,105,19.8,126,84.1,1050.0
2026-03-23,DS01,7,107,105,18.8,126,84.9,1050.0
2026-03-23,DS02,6,93,92,19.4,108,86.1,904.0
2026-03-23,DS03,10,143,141,19.0,180,79.4,1482.0
2026-03-23,DS05,5,66,63,20.5,90,73.3,726.0
2026-03-24,DS01,9,122,119,20.3,162,75.3,1318.0
2026-03-24,DS03,10,150,149,18.4,180,83.3,1498.0
2026-03-24,DS04,7,95,89,20.5,126,75.4,1018.0
2026-03-24,DS08,5,74,69,20.1,90,82.2,738.0
2026-03-25,DS01,8,126,125,19.9,144,87.5,1210.0
2026-03-25,DS04,6,88,88,21.1,108,81.5,896.0
2026-03-25,DS07,6,114,106,32.4,108,105.6,932.0
2026-03-26,DS04,7,110,103,20.6,126,87.3,1046.0
2026-03-26,DS07,5,126,112,32.4,90,140.0,824.0
2026-03-26,DS08,6,84,83,20.5,108,77.8,886.0
2026-03-27,DS01,11,173,169,19.5,198,87.4,1658.0
2026-03-27,DS02,10,154,148,19.9,180,85.6,1496.0
2026-03-27,DS03,15,205,201,19.2,270,75.9,2202.0
2026-03-27,DS04,10,127,126,20.7,180,70.6,1452.0
2026-03-27,DS07,6,149,139,31.8,108,138.0,998.0
2026-03-28,DS01,13,179,176,20.5,234,76.5,1912.0
2026-03-28,DS02,9,151,148,19.8,162,93.2,1376.0
2026-03-28,DS03,13,214,212,19.4,234,91.5,1984.0
2026-03-28,DS04,9,134,130,20.6,162,82.7,1340.0
2026-03-28,DS06,6,80,79,22.3,108,74.1,878.0
2026-03-29,DS02,7,98,96,21.3,126,77.8,1032.0
2026-03-29,DS03,12,174,170,19.7,216,80.6,1780.0
2026-03-30,DS02,7,104,104,19.9,126,82.5,1048.0
2026-03-30,DS03,10,149,146,19.5,180,82.8,1492.0
2026-03-30,DS04,5,86,82,20.8,90,95.6,764.0
2026-03-30,DS05,5,71,70,20.4,90,78.9,740.0
2026-03-30,DS06,4,57,55,21.2,72,79.2,590.0
2026-03-30,DS07,5,101,97,32.4,90,112.2,794.0
2026-03-31,DS01,8,117,115,19.7,144,81.2,1190.0
2026-03-31,DS03,12,156,153,19.8,216,72.2,1746.0
2026-03-31,DS05,5,67,65,23.3,90,74.4,730.0
2026-04-01,DS01,8,121,120,20.1,144,84.0,1200.0
2026-04-01,DS03,11,166,163,19.7,198,83.8,1646.0
2026-04-01,DS04,7,101,99,19.1,126,80.2,1038.0
2026-04-01,DS06,4,58,58,19.5,72,80.6,596.0
2026-04-02,DS03,13,188,184,18.4,234,80.3,1928.0
2026-04-02,DS04,7,104,102,20.8,126,82.5,1044.0
2026-04-02,DS08,6,91,91,21.2,108,84.3,902.0
2026-04-03,DS05,8,113,107,19.9,144,78.5,1174.0
2026-04-03,DS08,7,106,102,20.4,126,84.1,1044.0
2026-04-04,DS04,8,124,117,20.4,144,86.1,1194.0
2026-04-04,DS05,7,109,108,20.3,126,86.5,1056.0
2026-04-04,DS07,8,154,142,33.0,144,106.9,1244.0
2026-04-04,DS08,7,100,98,19.8,126,79.4,1036.0
2026-04-05,DS01,10,145,144,20.5,180,80.6,1488.0
2026-04-05,DS02,7,107,107,19.7,126,84.9,1054.0
2026-04-05,DS04,7,109,106,20.7,126,86.5,1052.0
2026-04-05,DS06,5,65,61,22.1,90,72.2,722.0
2026-04-05,DS07,5,119,107,32.6,90,132.2,814.0
2026-04-05,DS08,6,83,81,22.7,108,76.9,882.0
2026-04-06,DS03,11,147,146,19.5,198,74.2,1612.0
2026-04-06,DS04,5,80,79,22.0,90,88.9,758.0
2026-04-06,DS06,3,46,44,22.6,54,85.2,448.0
2026-04-07,DS03,11,150,148,18.8,198,75.8,1616.0
2026-04-07,DS05,4,67,66,21.3,72,93.1,612.0
2026-04-07,DS06,4,56,54,20.0,72,77.8,588.0
2026-04-07,DS08,4,66,65,21.1,72,91.7,610.0
2026-04-08,DS01,9,137,133,19.4,162,84.6,1346.0
2026-04-08,DS02,8,114,111,19.2,144,79.2,1182.0
2026-04-08,DS04,7,99,97,21.5,126,78.6,1034.0
2026-04-08,DS06,4,56,55,21.0,72,77.8,590.0
2026-04-09,DS01,9,149,145,18.4,162,92.0,1370.0
2026-04-09,DS02,9,133,130,19.7,162,82.1,1340.0
2026-04-09,DS05,6,93,90,20.0,108,86.1,900.0
2026-04-09,DS07,6,140,125,31.4,108,129.6,970.0
2026-04-10,DS02,11,156,152,19.7,198,78.8,1624.0
2026-04-10,DS05,7,102,99,19.6,126,81.0,1038.0
2026-04-11,DS03,15,211,207,18.8,270,78.1,2214.0
2026-04-11,DS06,5,81,79,21.0,90,90.0,758.0
2026-04-11,DS07,8,161,149,32.2,144,111.8,1258.0
2026-04-11,DS08,8,112,111,20.5,144,77.8,1182.0
2026-04-12,DS04,7,105,105,20.2,126,83.3,1050.0
2026-04-12,DS06,4,54,54,20.9,72,75.0,588.0
2026-04-13,DS01,9,124,120,20.5,162,76.5,1320.0
2026-04-13,DS02,6,92,90,18.9,108,85.2,900.0
2026-04-13,DS03,10,146,141,19.5,180,81.1,1482.0
2026-04-13,DS05,5,69,64,19.1,90,76.7,728.0
2026-04-14,DS03,12,158,152,18.8,216,73.1,1744.0
2026-04-14,DS06,4,60,58,20.0,72,83.3,596.0
2026-04-14,DS07,4,101,93,30.6,72,140.3,666.0
2026-04-14,DS08,6,78,76,19.1,108,72.2,872.0
2026-04-15,DS01,10,138,135,20.0,180,76.7,1470.0
2026-04-15,DS02,7,114,110,20.3,126,90.5,1060.0
2026-04-15,DS06,4,60,58,20.6,72,83.3,596.0
2026-04-16,DS03,15,202,199,18.9,270,74.8,2198.0
2026-04-16,DS06,6,75,72,20.3,108,69.4,864.0
2026-04-16,DS08,6,91,87,20.8,108,84.3,894.0
2026-04-17,DS02,10,161,156,20.5,180,89.4,1512.0
2026-04-17,DS03,15,230,222,19.4,270,85.2,2244.0
2026-04-17,DS06,6,86,85,19.8,108,79.6,890.0
2026-04-18,DS01,12,190,188,19.5,216,88.0,1816.0
2026-04-18,DS04,9,130,125,19.9,162,80.2,1330.0
2026-04-18,DS06,5,78,76,21.1,90,86.7,752.0
2026-04-19,DS02,7,110,107,19.7,126,87.3,1054.0
2026-04-19,DS03,12,182,181,19.0,216,84.3,1802.0
2026-04-20,DS01,7,115,113,20.7,126,91.3,1066.0
2026-04-20,DS02,6,96,90,19.8,108,88.9,900.0
2026-04-20,DS03,10,134,130,19.3,180,74.4,1460.0
2026-04-21,DS01,8,137,132,20.5,144,95.1,1224.0
2026-04-21,DS04,6,89,86,20.6,108,82.4,892.0
2026-04-21,DS05,6,75,74,20.3,108,69.4,868.0
2026-04-21,DS06,4,61,60,21.4,72,84.7,600.0
2026-04-22,DS01,9,146,143,20.4,162,90.1,1366.0
2026-04-22,DS03,11,166,165,18.9,198,83.8,1650.0
2026-04-22,DS04,6,95,92,21.7,108,88.0,904.0
2026-04-22,DS06,4,61,59,21.9,72,84.7,598.0
2026-04-22,DS07,6,124,111,30.5,108,114.8,942.0
