po_id,supplier_id,store_id,sku_id,order_date,promised_date,received_date,qty_ordered,qty_received,unit_cost_aed,po_value_aed
PO0043826,SUP08,DS03,SKU0253,2025-12-10,2025-12-17,2025-12-17,11,11,11.72,128.92
PO0043844,SUP08,DS03,SKU0253,2026-03-02,2026-03-09,2026-03-09,11,11,11.72,128.92
PO0043884,SUP06,DS03,SKU0167,2025-03-12,2025-03-18,2025-03-18,10,10,24.32,243.2
PO0044001,SUP07,DS03,SKU0197,2025-03-24,2025-03-29,2025-03-29,24,24,22.89,549.36
PO0044111,SUP07,DS03,SKU0191,2025-04-16,2025-04-21,2025-04-21,10,10,28.89,288.9
PO0044124,SUP07,DS03,SKU0191,2025-07-07,2025-07-12,2025-07-12,10,10,28.89,288.9
PO0044167,SUP07,DS03,SKU0191,2026-02-09,2026-02-14,2026-02-14,10,10,28.89,288.9
PO0044260,SUP08,DS03,SKU0238,2025-09-10,2025-09-17,2025-09-17,7,7,29.64,207.48
PO0044315,SUP08,DS03,SKU0238,2026-04-22,2026-04-29,2026-05-01,7,7,29.64,207.48
PO0044318,SUP08,DS03,SKU0238,2026-05-04,2026-05-11,2026-05-11,14,14,29.64,414.96
PO0044332,SUP08,DS03,SKU0238,2026-06-29,2026-07-06,2026-07-06,21,21,29.64,622.44
PO0044409,SUP08,DS03,SKU0222,2026-01-07,2026-01-14,2026-01-14,8,8,29.64,237.12
PO0044463,SUP02,DS03,SKU0051,2025-03-31,2025-04-02,2025-04-02,17,17,19.57,332.69
PO0044485,SUP02,DS03,SKU0051,2025-09-01,2025-09-03,2025-09-03,17,17,19.57,332.69
PO0044500,SUP02,DS03,SKU0051,2025-12-29,2025-12-31,2025-12-31,17,17,19.57,332.69
PO0044568,SUP04,DS03,SKU0205,2025-06-11,2025-06-12,2025-06-12,5,5,23.96,119.8
PO0044576,SUP04,DS03,SKU0205,2025-07-09,2025-07-10,2025-07-10,5,5,23.96,119.8
PO0044648,SUP04,DS03,SKU0205,2026-04-15,2026-04-16,2026-04-16,5,5,23.96,119.8
PO0044739,SUP06,DS03,SKU0131,2025-03-19,2025-03-25,2025-03-27,19,19,17.2,326.8
PO0044799,SUP05,DS03,SKU0115,2025-02-05,2025-02-09,2025-02-09,16,16,2.42,38.72
PO0044842,SUP05,DS03,SKU0115,2025-12-31,2026-01-04,2026-01-04,16,16,2.42,38.72
PO0044901,SUP07,DS03,SKU0190,2025-06-09,2025-06-14,2025-06-14,9,9,24.75,222.75
PO0044976,SUP07,DS03,SKU0190,2026-06-15,2026-06-20,2026-06-20,9,9,24.75,222.75
PO0044977,SUP07,DS03,SKU0190,2026-06-22,2026-06-27,2026-06-27,9,9,24.75,222.75
PO0045000,SUP03,DS03,SKU0073,2025-03-26,2025-03-29,2025-03-29,4,4,13.21,52.84
PO0045028,SUP03,DS03,SKU0073,2025-07-21,2025-07-24,2025-07-24,4,4,13.21,52.84
PO0045145,SUP01,DS03,SKU0010,2025-06-02,2025-06-04,2025-06-04,10,9,9.44,94.4
PO0045154,SUP01,DS03,SKU0010,2025-07-14,2025-07-16,2025-07-16,10,10,9.44,94.4
PO0045177,SUP01,DS03,SKU0010,2025-10-22,2025-10-24,2025-10-24,10,10,9.44,94.4
PO0045273,SUP03,DS03,SKU0069,2025-06-11,2025-06-14,2025-06-14,4,4,47.96,191.84
PO0045316,SUP03,DS03,SKU0069,2025-12-01,2025-12-04,2025-12-06,12,10,47.96,575.52
PO0045425,SUP01,DS03,SKU0028,2025-09-29,2025-10-01,2025-10-01,8,8,5.7,45.6
PO0045551,SUP07,DS03,SKU0184,2026-05-04,2026-05-09,2026-05-09,12,12,25.34,304.08
PO0045585,SUP08,DS03,SKU0239,2025-05-26,2025-06-02,2025-06-02,8,8,37.3,298.4
PO0045588,SUP08,DS03,SKU0239,2025-06-09,2025-06-16,2025-06-16,8,8,37.3,298.4
PO0045604,SUP08,DS03,SKU0239,2025-08-25,2025-09-01,2025-09-01,8,8,37.3,298.4
PO0045619,SUP08,DS03,SKU0239,2025-11-03,2025-11-10,2025-11-10,8,8,37.3,298.4
PO0045739,SUP07,DS03,SKU0193,2026-01-26,2026-01-31,2026-01-31,8,7,27.14,217.12
PO0045818,SUP01,DS03,SKU0029,2025-08-18,2025-08-20,2025-08-20,8,8,21.46,171.68
PO0045829,SUP01,DS03,SKU0029,2025-10-08,2025-10-10,2025-10-10,8,8,21.46,171.68
PO0045884,SUP01,DS03,SKU0029,2026-06-24,2026-06-26,2026-06-28,8,8,21.46,171.68
PO0045930,SUP01,DS03,SKU0006,2025-09-22,2025-09-24,2025-09-24,10,10,15.7,157.0
PO0045935,SUP01,DS03,SKU0006,2025-10-27,2025-10-29,2025-10-29,10,10,15.7,157.0
PO0045959,SUP01,DS03,SKU0006,2026-03-18,2026-03-20,2026-03-23,10,10,15.7,157.0
PO0046119,SUP06,DS03,SKU0174,2025-11-19,2025-11-25,2025-11-25,7,7,37.74,264.18
PO0046153,SUP06,DS03,SKU0174,2026-04-13,2026-04-19,2026-04-19,14,14,37.74,528.36
PO0046357,SUP01,DS03,SKU0026,2026-04-13,2026-04-15,2026-04-15,8,8,4.22,33.76
PO0046381,SUP01,DS03,SKU0021,2025-02-24,2025-02-26,2025-02-26,7,7,18.1,126.7
PO0046409,SUP01,DS03,SKU0021,2025-07-14,2025-07-16,2025-07-16,7,7,18.1,126.7
PO0046478,SUP01,DS03,SKU0021,2026-06-15,2026-06-17,2026-06-21,7,7,18.1,126.7
PO0046511,SUP06,DS03,SKU0144,2025-09-03,2025-09-09,2025-09-09,14,14,13.18,184.52
PO0046608,SUP05,DS03,SKU0129,2026-04-27,2026-05-01,2026-05-01,14,14,20.63,288.82
PO0046817,SUP04,DS03,SKU0099,2025-12-22,2025-12-23,2025-12-23,10,10,10.45,104.5
PO0046916,SUP06,DS03,SKU0180,2026-02-16,2026-02-22,2026-02-22,9,9,40.74,366.66
PO0046956,SUP01,DS03,SKU0008,2025-03-24,2025-03-26,2025-03-26,12,12,4.5,54.0
PO0047052,SUP02,DS03,SKU0045,2025-08-25,2025-08-27,2025-08-27,12,12,8.17,98.04
PO0047074,SUP02,DS03,SKU0045,2026-02-18,2026-02-20,2026-02-20,12,12,8.17,98.04
PO0047119,SUP01,DS03,SKU0003,2025-05-12,2025-05-14,2025-05-14,7,7,10.36,72.52
PO0047125,SUP01,DS03,SKU0003,2025-06-11,2025-06-13,2025-06-13,7,7,10.36,72.52
PO0047172,SUP01,DS03,SKU0003,2026-03-23,2026-03-25,2026-03-26,7,7,10.36,72.52
PO0047205,SUP01,DS03,SKU0001,2025-03-24,2025-03-26,2025-03-26,12,12,4.07,48.84
PO0047218,SUP01,DS03,SKU0001,2025-05-21,2025-05-23,2025-05-23,6,6,4.07,24.42
PO0047339,SUP06,DS03,SKU0162,2025-06-25,2025-07-01,2025-07-01,11,11,12.83,141.13
PO0047341,SUP06,DS03,SKU0162,2025-07-09,2025-07-15,2025-07-15,11,11,12.83,141.13
PO0047449,SUP01,DS03,SKU0004,2025-11-24,2025-11-26,2025-11-26,9,9,8.6,77.4
PO0047478,SUP01,DS03,SKU0004,2026-05-04,2026-05-06,2026-05-09,9,9,8.6,77.4
PO0047559,SUP03,DS03,SKU0072,2026-01-05,2026-01-08,2026-01-08,6,6,47.33,283.98
PO0047595,SUP06,DS03,SKU0142,2025-03-10,2025-03-16,2025-03-16,13,13,14.45,187.85
PO0047643,SUP06,DS03,SKU0142,2026-04-27,2026-05-03,2026-05-03,13,13,14.45,187.85
PO0047739,SUP01,DS03,SKU0015,2025-12-01,2025-12-03,2025-12-03,11,11,18.01,198.11
PO0047804,SUP01,DS03,SKU0005,2025-07-02,2025-07-04,2025-07-04,9,9,5.4,48.6
PO0047848,SUP01,DS03,SKU0005,2026-03-25,2026-03-27,2026-03-31,9,4,5.4,48.6
PO0047942,SUP02,DS03,SKU0042,2026-02-02,2026-02-04,2026-02-04,17,17,20.8,353.6
PO0047986,SUP02,DS03,SKU0053,2025-12-08,2025-12-10,2025-12-10,15,15,18.78,281.7
PO0048187,SUP01,DS03,SKU0009,2025-03-05,2025-03-07,2025-03-07,8,8,4.73,37.84
PO0048221,SUP01,DS03,SKU0009,2025-09-08,2025-09-10,2025-09-10,8,8,4.73,37.84
PO0048229,SUP01,DS03,SKU0009,2025-10-20,2025-10-22,2025-10-22,8,8,4.73,37.84
PO0048308,SUP01,DS03,SKU0017,2025-08-04,2025-08-06,2025-08-06,9,9,15.78,142.02
PO0048345,SUP01,DS03,SKU0017,2026-04-20,2026-04-22,2026-04-22,9,9,15.78,142.02
PO0048402,SUP08,DS03,SKU0254,2026-02-11,2026-02-18,2026-02-18,11,11,6.75,74.25
PO0048503,SUP06,DS03,SKU0159,2025-08-11,2025-08-17,2025-08-17,9,9,36.68,330.12
PO0048673,SUP06,DS03,SKU0136,2025-02-24,2025-03-02,2025-03-02,14,14,20.16,282.24
PO0048693,SUP06,DS03,SKU0136,2025-09-03,2025-09-09,2025-09-09,14,14,20.16,282.24
PO0048766,SUP04,DS03,SKU0100,2025-11-17,2025-11-18,2025-11-18,10,10,4.5,45.0
PO0048807,SUP06,DS03,SKU0165,2025-03-17,2025-03-23,2025-03-23,12,12,11.14,133.68
PO0048822,SUP06,DS03,SKU0165,2025-08-04,2025-08-10,2025-08-10,12,12,11.14,133.68
PO0048924,SUP04,DS03,SKU0090,2026-03-02,2026-03-03,2026-03-03,10,10,8.38,83.8
PO0048931,SUP04,DS03,SKU0090,2026-04-20,2026-04-21,2026-04-21,10,10,8.38,83.8
PO0048942,SUP03,DS03,SKU0070,2025-01-01,2025-01-04,2025-01-04,10,10,16.1,161.0
PO0049037,SUP03,DS03,SKU0070,2026-04-01,2026-04-04,2026-04-04,5,5,16.1,80.5
PO0049048,SUP03,DS03,SKU0070,2026-05-25,2026-05-28,2026-05-28,15,15,16.1,241.5
PO0049074,SUP04,DS03,SKU0204,2025-04-14,2025-04-15,2025-04-15,7,7,17.64,123.48
PO0049153,SUP04,DS03,SKU0204,2026-05-04,2026-05-05,2026-05-05,7,7,17.64,123.48
PO0049200,SUP08,DS03,SKU0231,2025-06-23,2025-06-30,2025-06-30,6,6,11.92,71.52
PO0049228,SUP08,DS03,SKU0231,2025-11-26,2025-12-03,2025-12-03,6,6,11.92,71.52
PO0049342,SUP07,DS03,SKU0186,2025-02-17,2025-02-22,2025-02-22,7,7,36.09,252.63
PO0049452,SUP06,DS03,SKU0158,2025-08-04,2025-08-10,2025-08-10,6,6,4.87,29.22
PO0049470,SUP06,DS03,SKU0158,2025-12-01,2025-12-07,2025-12-07,6,6,4.87,29.22
PO0049526,SUP03,DS03,SKU0077,2025-04-21,2025-04-24,2025-04-24,6,6,13.69,82.14
PO0049597,SUP08,DS03,SKU0252,2025-02-03,2025-02-10,2025-02-10,9,9,9.75,87.75
PO0049614,SUP08,DS03,SKU0252,2025-06-23,2025-06-30,2025-06-30,9,9,9.75,87.75
PO0049750,SUP04,DS03,SKU0089,2025-01-15,2025-01-16,2025-01-16,10,10,12.75,127.5
PO0049757,SUP04,DS03,SKU0089,2025-03-03,2025-03-04,2025-03-04,10,10,12.75,127.5
PO0049795,SUP04,DS03,SKU0089,2025-11-24,2025-11-25,2025-11-25,10,10,12.75,127.5
PO0049866,SUP03,DS03,SKU0067,2025-10-06,2025-10-09,2025-10-10,7,7,38.13,266.91
PO0049871,SUP03,DS03,SKU0067,2025-11-10,2025-11-13,2025-11-13,7,7,38.13,266.91
PO0049924,SUP02,DS03,SKU0041,2025-09-22,2025-09-24,2025-09-24,16,16,4.33,69.28
PO0050054,SUP01,DS03,SKU0025,2026-02-23,2026-02-25,2026-02-25,6,6,14.48,86.88
PO0050070,SUP01,DS03,SKU0025,2026-05-04,2026-05-06,2026-05-10,6,6,14.48,86.88
PO0050115,SUP05,DS03,SKU0111,2025-01-29,2025-02-02,2025-02-02,12,12,3.26,39.12
PO0050208,SUP02,DS03,SKU0062,2026-05-13,2026-05-15,2026-05-15,14,14,24.92,348.88
PO0050230,SUP06,DS03,SKU0160,2025-06-23,2025-06-29,2025-06-29,11,11,31.65,348.15
PO0050249,SUP06,DS03,SKU0160,2026-01-26,2026-02-01,2026-02-01,11,11,31.65,348.15
PO0050252,SUP06,DS03,SKU0160,2026-02-25,2026-03-03,2026-03-03,11,11,31.65,348.15
PO0050292,SUP08,DS03,SKU0241,2025-08-13,2025-08-20,2025-08-20,9,9,34.0,306.0
PO0050412,SUP04,DS03,SKU0083,2025-08-20,2025-08-21,2025-08-21,6,6,9.98,59.88
PO0050587,SUP08,DS03,SKU0258,2025-05-19,2025-05-26,2025-05-26,8,8,52.13,417.04
PO0050594,SUP08,DS03,SKU0258,2025-07-14,2025-07-21,2025-07-21,8,8,52.13,417.04
PO0050596,SUP08,DS03,SKU0258,2025-08-06,2025-08-13,2025-08-13,8,8,52.13,417.04
PO0050626,SUP08,DS03,SKU0258,2026-04-20,2026-04-27,2026-04-27,8,8,52.13,417.04
PO0050630,SUP08,DS03,SKU0258,2026-05-13,2026-05-20,2026-05-20,8,8,52.13,417.04
PO0050660,SUP03,DS03,SKU0074,2025-05-14,2025-05-17,2025-05-17,4,4,40.02,160.08
PO0050677,SUP03,DS03,SKU0074,2025-08-04,2025-08-07,2025-08-07,4,4,40.02,160.08
PO0050751,SUP06,DS03,SKU0173,2025-05-28,2025-06-03,2025-06-03,8,8,40.72,325.76
PO0050830,SUP08,DS03,SKU0224,2025-09-03,2025-09-10,2025-09-12,7,7,8.95,62.65
PO0050954,SUP04,DS03,SKU0206,2025-05-07,2025-05-08,2025-05-08,7,7,15.1,105.7
PO0050989,SUP04,DS03,SKU0206,2025-12-01,2025-12-02,2025-12-02,7,7,15.1,105.7
PO0051022,SUP04,DS03,SKU0206,2026-06-17,2026-06-18,2026-06-18,7,7,15.1,105.7
PO0051088,SUP01,DS03,SKU0020,2025-09-01,2025-09-03,2025-09-03,6,6,6.67,40.02
PO0051095,SUP01,DS03,SKU0020,2025-10-13,2025-10-15,2025-10-15,6,6,6.67,40.02
PO0051099,SUP01,DS03,SKU0020,2025-11-17,2025-11-19,2025-11-19,6,6,6.67,40.02
PO0051108,SUP01,DS03,SKU0020,2026-01-19,2026-01-21,2026-01-21,6,6,6.67,40.02
PO0051214,SUP08,DS03,SKU0220,2026-02-18,2026-02-25,2026-02-25,6,6,31.32,187.92
PO0051237,SUP02,DS03,SKU0056,2025-01-13,2025-01-15,2025-01-15,10,10,4.96,49.6
PO0051259,SUP02,DS03,SKU0056,2025-10-06,2025-10-08,2025-10-08,10,10,4.96,49.6
PO0051260,SUP02,DS03,SKU0056,2025-10-13,2025-10-15,2025-10-15,10,10,4.96,49.6
PO0051272,SUP02,DS03,SKU0056,2026-03-02,2026-03-04,2026-03-04,10,10,4.96,49.6
PO0051383,SUP06,DS03,SKU0170,2025-08-18,2025-08-24,2025-08-24,10,10,4.7,47.0
PO0051396,SUP06,DS03,SKU0170,2026-02-23,2026-03-01,2026-03-01,10,10,4.7,47.0
PO0051409,SUP06,DS03,SKU0170,2026-06-22,2026-06-28,2026-06-28,10,10,4.7,47.0
PO0051481,SUP08,DS03,SKU0233,2025-06-16,2025-06-23,2025-06-23,8,8,28.2,225.6
PO0051563,SUP05,DS03,SKU0119,2025-03-10,2025-03-14,2025-03-14,20,20,22.09,441.8
PO0051623,SUP04,DS03,SKU0098,2025-09-29,2025-09-30,2025-09-30,7,7,9.64,67.48
PO0051625,SUP04,DS03,SKU0098,2025-10-13,2025-10-14,2025-10-14,7,7,9.64,67.48
PO0051657,SUP04,DS03,SKU0098,2026-05-18,2026-05-19,2026-05-19,7,7,9.64,67.48
PO0051674,SUP07,DS03,SKU0201,2025-03-31,2025-04-05,2025-04-05,7,7,7.44,52.08
PO0051749,SUP08,DS03,SKU0265,2025-09-29,2025-10-06,2025-10-06,8,8,11.07,88.56
PO0051911,SUP08,DS03,SKU0234,2025-04-14,2025-04-21,2025-04-21,9,7,28.46,256.14
PO0051917,SUP08,DS03,SKU0234,2025-06-16,2025-06-23,2025-06-23,9,9,28.46,256.14
PO0051919,SUP08,DS03,SKU0234,2025-06-30,2025-07-07,2025-07-07,9,9,28.46,256.14
PO0051956,SUP06,DS03,SKU0178,2025-04-14,2025-04-20,2025-04-20,10,10,10.58,105.8
PO0052068,SUP06,DS03,SKU0177,2025-02-03,2025-02-09,2025-02-09,7,7,40.65,284.55
PO0052095,SUP06,DS03,SKU0177,2025-10-20,2025-10-26,2025-10-26,7,7,40.65,284.55
PO0052126,SUP08,DS03,SKU0249,2025-01-15,2025-01-22,2025-01-22,7,7,20.72,145.04
PO0052160,SUP08,DS03,SKU0249,2026-01-12,2026-01-19,2026-01-19,7,7,20.72,145.04
PO0052173,SUP08,DS03,SKU0249,2026-05-06,2026-05-13,2026-05-13,7,7,20.72,145.04
PO0052272,SUP01,DS03,SKU0033,2025-04-30,2025-05-02,2025-05-02,9,9,16.48,148.32
PO0052331,SUP02,DS03,SKU0057,2025-06-04,2025-06-06,2025-06-06,10,10,12.33,123.3
PO0052386,SUP04,DS03,SKU0097,2025-05-21,2025-05-22,2025-05-22,6,6,4.15,24.9
PO0052406,SUP04,DS03,SKU0097,2025-09-29,2025-09-30,2025-09-30,6,6,4.15,24.9
PO0052461,SUP01,DS03,SKU0019,2025-04-30,2025-05-02,2025-05-02,11,11,19.26,211.86
PO0052492,SUP01,DS03,SKU0019,2026-03-04,2026-03-06,2026-03-08,11,11,19.26,211.86
PO0052503,SUP01,DS03,SKU0019,2026-06-17,2026-06-19,2026-06-19,11,11,19.26,211.86
PO0052674,SUP06,DS03,SKU0163,2026-04-20,2026-04-26,2026-04-26,11,11,9.2,101.2
PO0052841,SUP03,DS03,SKU0078,2025-08-18,2025-08-21,2025-08-21,6,6,20.63,123.78
PO0052843,SUP03,DS03,SKU0078,2025-09-01,2025-09-04,2025-09-04,6,6,20.63,123.78
PO0052846,SUP03,DS03,SKU0078,2025-09-29,2025-10-02,2025-10-02,6,6,20.63,123.78
PO0052982,SUP08,DS04,SKU0261,2026-01-14,2026-01-21,2026-01-21,21,21,9.59,201.39
PO0052988,SUP08,DS04,SKU0261,2026-02-04,2026-02-11,2026-02-11,21,20,9.59,201.39
PO0052993,SUP08,DS04,SKU0261,2026-02-23,2026-03-02,2026-03-02,70,70,9.59,671.3
PO0052994,SUP08,DS04,SKU0261,2026-02-25,2026-03-04,2026-03-04,35,35,9.59,335.65
PO0053024,SUP08,DS04,SKU0261,2026-06-10,2026-06-17,2026-06-17,28,28,9.59,268.52
PO0053039,SUP06,DS04,SKU0176,2025-02-05,2025-02-11,2025-02-11,12,12,18.93,227.16
PO0053245,SUP06,DS04,SKU0161,2025-08-13,2025-08-19,2025-08-19,27,27,6.97,188.19
PO0053248,SUP06,DS04,SKU0161,2025-08-25,2025-08-31,2025-08-31,54,42,6.97,376.38
PO0053250,SUP06,DS04,SKU0161,2025-09-01,2025-09-07,2025-09-07,54,54,6.97,376.38
PO0053321,SUP06,DS04,SKU0161,2026-05-13,2026-05-19,2026-05-19,27,27,6.97,188.19
PO0053384,SUP08,DS04,SKU0266,2025-06-30,2025-07-07,2025-07-07,54,54,55.53,2998.62
PO0053407,SUP08,DS04,SKU0266,2025-09-17,2025-09-24,2025-09-24,24,24,55.53,1332.72
PO0053471,SUP08,DS04,SKU0266,2026-04-29,2026-05-06,2026-05-06,24,24,55.53,1332.72
PO0053522,SUP05,DS04,SKU0117,2025-05-14,2025-05-18,2025-05-18,22,22,6.63,145.86
PO0053580,SUP05,DS04,SKU0117,2025-12-22,2025-12-26,2025-12-26,44,44,6.63,291.72
PO0053632,SUP05,DS04,SKU0117,2026-06-29,2026-07-03,2026-07-03,66,66,6.63,437.58
PO0053635,SUP05,DS04,SKU0122,2025-01-08,2025-01-12,2025-01-12,18,18,14.64,263.52
PO0053837,SUP06,DS04,SKU0172,2025-07-21,2025-07-27,2025-07-27,49,49,42.5,2082.5
PO0053924,SUP06,DS04,SKU0172,2026-05-25,2026-05-31,2026-05-31,63,63,42.5,2677.5
PO0054014,SUP04,DS04,SKU0095,2025-10-08,2025-10-09,2025-10-09,18,18,14.05,252.9
PO0054139,SUP04,DS04,SKU0094,2025-06-23,2025-06-24,2025-06-24,24,24,13.38,321.12
PO0054166,SUP04,DS04,SKU0094,2025-09-29,2025-09-30,2025-09-30,24,24,13.38,321.12
PO0054259,SUP03,DS04,SKU0076,2025-03-24,2025-03-27,2025-03-27,32,32,10.47,335.04
PO0054280,SUP03,DS04,SKU0076,2025-07-14,2025-07-17,2025-07-17,32,32,10.47,335.04
PO0054287,SUP03,DS04,SKU0076,2025-08-20,2025-08-23,2025-08-23,8,8,10.47,83.76
PO0054343,SUP05,DS04,SKU0127,2025-01-13,2025-01-17,2025-01-17,22,22,18.35,403.7
PO0054382,SUP05,DS04,SKU0127,2025-07-02,2025-07-06,2025-07-06,22,22,18.35,403.7
PO0054391,SUP05,DS04,SKU0127,2025-08-11,2025-08-15,2025-08-15,44,44,18.35,807.4
PO0054574,SUP05,DS04,SKU0106,2026-04-06,2026-04-10,2026-04-10,24,24,13.19,316.56
PO0054701,SUP08,DS04,SKU0219,2026-01-12,2026-01-19,2026-01-19,32,32,25.73,823.36
PO0054770,SUP06,DS04,SKU0143,2025-03-19,2025-03-25,2025-03-25,14,14,9.59,134.26
PO0054782,SUP06,DS04,SKU0143,2025-05-07,2025-05-13,2025-05-13,14,14,9.59,134.26
PO0054802,SUP06,DS04,SKU0143,2025-07-23,2025-07-29,2025-07-29,14,14,9.59,134.26
PO0054807,SUP06,DS04,SKU0143,2025-08-11,2025-08-17,2025-08-17,28,28,9.59,268.52
PO0054842,SUP06,DS04,SKU0143,2026-01-07,2026-01-13,2026-01-13,14,14,9.59,134.26
PO0054862,SUP06,DS04,SKU0143,2026-03-25,2026-03-31,2026-03-31,14,14,9.59,134.26
PO0054894,SUP01,DS04,SKU0018,2025-01-22,2025-01-24,2025-01-24,7,7,9.93,69.51
PO0054933,SUP01,DS04,SKU0018,2025-06-18,2025-06-20,2025-06-20,14,14,9.93,139.02
PO0054938,SUP01,DS04,SKU0018,2025-07-07,2025-07-09,2025-07-09,35,35,9.93,347.55
PO0054955,SUP01,DS04,SKU0018,2025-09-10,2025-09-12,2025-09-12,7,7,9.93,69.51
PO0054965,SUP01,DS04,SKU0018,2025-10-27,2025-10-29,2025-10-31,21,21,9.93,208.53
PO0054981,SUP01,DS04,SKU0018,2025-12-22,2025-12-24,2025-12-24,28,28,9.93,278.04
PO0054985,SUP01,DS04,SKU0018,2026-01-05,2026-01-07,2026-01-07,21,21,9.93,208.53
PO0054991,SUP01,DS04,SKU0018,2026-01-26,2026-01-28,2026-01-28,28,28,9.93,278.04
PO0055206,SUP02,DS04,SKU0061,2025-04-30,2025-05-02,2025-05-04,12,12,7.29,87.48
PO0055238,SUP02,DS04,SKU0061,2025-09-01,2025-09-03,2025-09-03,12,10,7.29,87.48
PO0055305,SUP02,DS04,SKU0061,2026-05-18,2026-05-20,2026-05-20,12,12,7.29,87.48
PO0055492,SUP01,DS04,SKU0023,2025-03-26,2025-03-28,2025-03-28,10,10,7.18,71.8
PO0055548,SUP01,DS04,SKU0023,2026-03-18,2026-03-20,2026-03-23,10,10,7.18,71.8
PO0055557,SUP01,DS04,SKU0023,2026-05-04,2026-05-06,2026-05-08,20,20,7.18,143.6
PO0055769,SUP08,DS04,SKU0256,2025-10-01,2025-10-08,2025-10-08,8,8,19.95,159.6
PO0055785,SUP08,DS04,SKU0256,2025-11-26,2025-12-03,2025-12-03,8,8,19.95,159.6
PO0055922,SUP04,DS04,SKU0085,2025-10-08,2025-10-09,2025-10-09,6,6,11.53,69.18
PO0055985,SUP04,DS04,SKU0085,2026-06-01,2026-06-02,2026-06-02,18,18,11.53,207.54
PO0056011,SUP01,DS04,SKU0013,2025-03-05,2025-03-07,2025-03-07,7,6,6.28,43.96
PO0056054,SUP01,DS04,SKU0013,2025-09-15,2025-09-17,2025-09-17,21,21,6.28,131.88
PO0056166,SUP06,DS04,SKU0169,2025-06-25,2025-07-01,2025-07-01,7,7,5.78,40.46
PO0056181,SUP06,DS04,SKU0169,2025-08-20,2025-08-26,2025-08-26,7,7,5.78,40.46
PO0056190,SUP06,DS04,SKU0169,2025-09-24,2025-09-30,2025-09-30,7,7,5.78,40.46
PO0056252,SUP06,DS04,SKU0169,2026-05-20,2026-05-26,2026-05-26,7,7,5.78,40.46
PO0056392,SUP08,DS04,SKU0218,2025-04-21,2025-04-28,2025-04-28,16,16,27.82,445.12
PO0056581,SUP02,DS04,SKU0043,2026-01-12,2026-01-14,2026-01-14,15,15,23.87,358.05
PO0056740,SUP03,DS04,SKU0066,2026-04-08,2026-04-11,2026-04-11,7,7,24.41,170.87
PO0056745,SUP03,DS04,SKU0066,2026-04-27,2026-04-30,2026-04-30,14,14,24.41,341.74
PO0056820,SUP05,DS04,SKU0113,2025-12-10,2025-12-14,2025-12-14,17,17,24.71,420.07
PO0057040,SUP06,DS04,SKU0134,2026-05-06,2026-05-12,2026-05-12,23,23,3.22,74.06
PO0057056,SUP08,DS04,SKU0259,2025-02-10,2025-02-17,2025-02-17,20,20,28.05,561.0
PO0057062,SUP08,DS04,SKU0259,2025-03-10,2025-03-17,2025-03-17,20,20,28.05,561.0
PO0057092,SUP08,DS04,SKU0259,2025-08-04,2025-08-11,2025-08-11,10,10,28.05,280.5
PO0057152,SUP08,DS04,SKU0259,2026-05-04,2026-05-11,2026-05-11,20,20,28.05,561.0
PO0057224,SUP04,DS04,SKU0209,2025-07-21,2025-07-22,2025-07-22,12,12,11.93,143.16
PO0057279,SUP04,DS04,SKU0209,2026-02-09,2026-02-10,2026-02-10,12,12,11.93,143.16
PO0057391,SUP02,DS04,SKU0050,2026-01-05,2026-01-07,2026-01-07,12,12,14.51,174.12
PO0057417,SUP02,DS04,SKU0050,2026-05-11,2026-05-13,2026-05-13,24,24,14.51,348.24
PO0057429,SUP06,DS04,SKU0181,2025-01-01,2025-01-07,2025-01-07,36,36,9.21,331.56
PO0057494,SUP06,DS04,SKU0181,2025-10-08,2025-10-14,2025-10-14,18,18,9.21,165.78
PO0057515,SUP06,DS04,SKU0181,2026-01-05,2026-01-11,2026-01-11,9,9,9.21,82.89
PO0057554,SUP06,DS04,SKU0181,2026-06-15,2026-06-21,2026-06-21,18,18,9.21,165.78
PO0057585,SUP06,DS04,SKU0135,2025-06-09,2025-06-15,2025-06-15,16,13,13.81,220.96
PO0057602,SUP06,DS04,SKU0135,2025-09-15,2025-09-21,2025-09-21,32,32,13.81,441.92
PO0057650,SUP06,DS04,SKU0135,2026-06-01,2026-06-07,2026-06-08,16,16,13.81,220.96
PO0057675,SUP01,DS04,SKU0016,2025-03-24,2025-03-26,2025-03-26,24,24,20.09,482.16
PO0057725,SUP01,DS04,SKU0016,2025-09-29,2025-10-01,2025-10-01,16,16,20.09,321.44
PO0057730,SUP01,DS04,SKU0016,2025-10-20,2025-10-22,2025-10-22,16,16,20.09,321.44
PO0057776,SUP01,DS04,SKU0016,2026-05-04,2026-05-06,2026-05-06,16,16,20.09,321.44
PO0057783,SUP01,DS04,SKU0016,2026-06-03,2026-06-05,2026-06-05,8,8,20.09,160.72
PO0057830,SUP03,DS04,SKU0081,2025-07-21,2025-07-24,2025-07-24,12,12,56.35,676.2
PO0057833,SUP03,DS04,SKU0081,2025-08-04,2025-08-07,2025-08-07,16,16,56.35,901.6
PO0057851,SUP03,DS04,SKU0081,2025-11-03,2025-11-06,2025-11-08,16,16,56.35,901.6
PO0057979,SUP08,DS04,SKU0257,2025-11-19,2025-11-26,2025-11-26,11,9,30.99,340.89
PO0057993,SUP08,DS04,SKU0257,2026-01-19,2026-01-26,2026-01-26,11,11,30.99,340.89
