captain_id,city_id,joined_date,vehicle_class,first_week_trips,status,churn_date
CPT01986,AUH,2025-10-07,Business,29,active,
CPT01988,DXB,2025-12-11,Go Plus,18,active,
CPT01990,AUH,2025-09-03,Go Plus,34,active,
CPT01991,DXB,2025-09-28,Go,4,active,
CPT01992,AUH,2026-04-18,Go,38,active,
CPT01993,SHJ,2026-05-05,Max,12,churned,2026-06-04
CPT01996,AUH,2025-11-19,Go,9,active,
CPT01997,DXB,2025-07-20,Go,39,active,
CPT01998,SHJ,2026-01-16,Go,26,active,
CPT01999,DXB,2025-09-12,Go Plus,9,active,
CPT02000,AUH,2026-02-08,Go Plus,20,active,
CPT02001,SHJ,2026-01-17,Business,3,churned,2026-02-04
CPT02003,AUH,2025-11-19,Business,28,active,
CPT02004,DXB,2025-10-11,Go,25,active,
CPT02005,DXB,2026-01-11,Go Plus,15,active,
CPT02007,AUH,2025-11-13,Max,34,active,
CPT02010,SHJ,2025-09-22,Go,14,active,
CPT02012,DXB,2025-09-05,Business,22,active,
CPT02013,DXB,2026-03-22,Go Plus,25,active,
CPT02014,AUH,2025-10-23,Business,24,active,
CPT02015,AUH,2026-02-18,Go Plus,27,active,
CPT02016,SHJ,2025-11-22,Go Plus,10,churned,2025-12-08
CPT02018,DXB,2025-10-20,Go,10,churned,2025-11-02
CPT02019,SHJ,2026-04-02,Go Plus,21,active,
CPT02020,SHJ,2025-07-16,Go,37,active,
CPT02021,DXB,2026-02-06,Business,20,active,
CPT02022,DXB,2025-09-17,Business,26,active,
CPT02024,DXB,2026-03-30,Go Plus,27,active,
CPT02025,AUH,2026-03-14,Go,6,active,
CPT02028,SHJ,2026-03-03,Business,8,active,
CPT02029,SHJ,2026-01-25,Go,29,active,
CPT02031,AUH,2025-09-13,Go,8,churned,2025-09-25
CPT02032,DXB,2025-11-21,Go Plus,12,active,
CPT02034,AUH,2025-08-13,Go,13,active,
CPT02036,SHJ,2025-09-02,Go,23,active,
CPT02037,DXB,2025-10-21,Business,21,active,
CPT02038,AUH,2026-03-04,Go Plus,8,active,
CPT02039,DXB,2025-07-13,Business,4,active,
CPT02040,DXB,2025-10-19,Business,18,churned,2025-10-27
CPT02041,DXB,2026-01-26,Go,39,active,
CPT02042,DXB,2026-03-19,Go,13,active,
CPT02044,AUH,2025-11-18,Max,85,active,
CPT02046,SHJ,2026-01-16,Max,10,active,
CPT02048,SHJ,2025-12-19,Business,12,churned,2026-01-09
CPT02051,AUH,2026-04-06,Go Plus,21,active,
CPT02052,AUH,2026-01-11,Go Plus,6,churned,2026-02-02
CPT02053,AUH,2025-09-26,Go Plus,11,active,
CPT02054,DXB,2026-01-13,Business,23,active,
CPT02055,DXB,2025-08-20,Go,26,active,
CPT02056,SHJ,2025-12-29,Go,4,churned,2026-01-23
CPT02057,AUH,2025-08-06,Go,10,churned,2025-09-04
CPT02058,DXB,2025-11-29,Go Plus,35,active,
CPT02060,DXB,2026-02-01,Go,25,active,
CPT02061,DXB,2025-11-17,Go,21,active,
CPT02062,AUH,2025-09-08,Go,14,active,
CPT02064,DXB,2025-09-07,Go,5,churned,2025-09-24
CPT02065,DXB,2026-03-11,Go Plus,32,active,
CPT02066,SHJ,2025-12-18,Business,5,active,
CPT02067,AUH,2025-08-06,Business,22,active,
CPT02068,SHJ,2025-09-23,Go,36,active,
CPT02069,SHJ,2025-11-27,Go,10,active,
CPT02071,DXB,2026-01-24,Go,10,active,
CPT02072,AUH,2025-08-11,Go,6,active,
CPT02073,SHJ,2025-08-01,Go,15,churned,2025-08-19
CPT02074,AUH,2025-11-09,Business,10,churned,2025-11-28
CPT02075,DXB,2025-10-19,Max,9,active,
CPT02076,SHJ,2025-10-30,Business,22,active,
CPT02077,AUH,2025-08-07,Max,7,active,
CPT02078,DXB,2025-09-07,Business,16,active,
CPT02079,DXB,2025-09-12,Go,44,active,
CPT02080,DXB,2026-02-12,Go,52,active,
CPT02082,AUH,2025-08-07,Go Plus,19,churned,2025-08-17
CPT02083,DXB,2025-08-25,Go,19,active,
CPT02085,DXB,2025-09-26,Go Plus,23,active,
CPT02086,DXB,2026-04-04,Go,18,churned,2026-05-01
CPT02087,AUH,2025-08-16,Max,15,active,
CPT02088,DXB,2025-08-23,Go Plus,20,active,
CPT02089,DXB,2025-12-04,Go,27,active,
CPT02090,DXB,2025-10-22,Go,11,active,
CPT02091,SHJ,2026-03-21,Business,21,active,
CPT02092,DXB,2026-02-09,Go,6,churned,2026-03-07
CPT02093,DXB,2025-09-04,Go,22,active,
CPT02095,DXB,2025-09-03,Go Plus,13,active,
CPT02096,DXB,2026-01-29,Business,13,active,
CPT02097,SHJ,2025-12-05,Go,39,churned,2026-01-02
CPT02099,DXB,2026-01-08,Business,52,active,
CPT02100,AUH,2025-09-13,Go,6,active,
CPT02101,AUH,2025-10-10,Business,34,churned,2025-10-23
CPT02102,DXB,2025-09-20,Go,9,active,
CPT02103,AUH,2025-09-24,Go,17,active,
CPT02104,SHJ,2025-10-13,Go,16,active,
CPT02105,SHJ,2026-01-08,Go Plus,14,active,
CPT02106,DXB,2025-10-16,Go Plus,19,churned,2025-11-13
CPT02107,AUH,2025-09-09,Go Plus,43,active,
CPT02109,SHJ,2026-02-13,Go Plus,35,active,
CPT02110,DXB,2026-01-29,Business,6,active,
CPT02111,DXB,2025-12-18,Go Plus,46,active,
CPT02112,DXB,2025-08-07,Go,6,active,
CPT02113,SHJ,2025-09-05,Go,7,churned,2025-09-19
CPT02114,DXB,2026-02-11,Go,26,active,
CPT02115,DXB,2025-09-20,Go,1,churned,2025-10-09
CPT02116,DXB,2025-09-09,Go Plus,4,churned,2025-09-27
CPT02117,DXB,2025-11-22,Go Plus,10,active,
CPT02118,SHJ,2025-12-14,Business,9,active,
CPT02119,DXB,2025-08-27,Go Plus,23,active,
CPT02120,AUH,2025-11-21,Go Plus,12,active,
CPT02121,AUH,2025-07-23,Go,12,active,
CPT02123,AUH,2025-11-29,Go Plus,10,active,
CPT02125,DXB,2025-10-10,Go,30,active,
CPT02126,AUH,2025-08-18,Go,11,churned,2025-08-29
CPT02129,DXB,2026-02-24,Go Plus,50,active,
CPT02130,SHJ,2025-10-29,Go Plus,16,churned,2025-11-19
CPT02131,AUH,2025-12-04,Go Plus,9,active,
CPT02132,DXB,2025-08-12,Go,3,active,
CPT02133,DXB,2025-09-07,Go,34,active,
CPT02135,DXB,2025-10-15,Go,18,active,
CPT02136,AUH,2026-01-12,Go,18,active,
CPT02137,AUH,2025-10-07,Business,33,churned,2025-10-17
CPT02139,SHJ,2025-08-16,Go,16,active,
CPT02140,DXB,2025-12-23,Go,10,churned,2026-01-05
CPT02142,SHJ,2025-08-09,Go Plus,46,active,
CPT02143,AUH,2025-12-24,Go,16,active,
CPT02144,DXB,2025-07-24,Go Plus,11,active,
CPT02145,DXB,2025-11-08,Go,19,churned,2025-11-23
CPT02146,DXB,2026-01-07,Go Plus,20,active,
CPT02147,DXB,2025-11-15,Go,45,active,
CPT02148,SHJ,2025-10-27,Go Plus,10,active,
CPT02150,DXB,2025-08-07,Go,26,active,
CPT02153,DXB,2026-01-14,Go,21,active,
CPT02154,DXB,2025-12-18,Go,14,churned,2025-12-25
CPT02155,AUH,2025-11-01,Go Plus,14,active,
CPT02157,DXB,2025-07-20,Go,13,active,
CPT02158,AUH,2025-08-06,Go Plus,42,active,
CPT02160,AUH,2025-10-16,Go,12,active,
CPT02161,SHJ,2025-08-30,Go Plus,28,active,
CPT02162,AUH,2025-12-18,Max,9,active,
CPT02164,SHJ,2025-08-21,Business,9,churned,2025-09-10
CPT02165,SHJ,2026-01-26,Go Plus,20,active,
CPT02166,SHJ,2025-09-16,Business,7,active,
CPT02167,AUH,2025-09-15,Go,50,active,
CPT02168,DXB,2026-02-24,Go,52,active,
CPT02169,DXB,2025-10-09,Go,28,churned,2025-10-23
CPT02171,DXB,2025-08-31,Go,29,active,
CPT02172,AUH,2025-08-08,Go Plus,32,active,
CPT02173,DXB,2025-12-03,Go,5,churned,2025-12-10
CPT02174,DXB,2025-09-13,Go,15,active,
CPT02176,DXB,2025-09-05,Go,22,active,
CPT02177,DXB,2025-10-18,Go,27,active,
CPT02179,DXB,2025-08-26,Go,16,active,
CPT02180,DXB,2025-08-25,Go,15,churned,2025-09-22
CPT02181,SHJ,2025-12-21,Go,11,active,
CPT02183,DXB,2025-12-06,Go,16,active,
CPT02186,DXB,2026-02-04,Go Plus,9,active,
CPT02188,DXB,2025-11-07,Go,20,active,
CPT02189,DXB,2025-12-05,Go Plus,17,churned,2025-12-22
CPT02190,DXB,2025-12-03,Go Plus,11,churned,2025-12-16
CPT02194,AUH,2025-12-06,Go Plus,17,active,
CPT02195,AUH,2026-04-22,Go Plus,40,active,
CPT02196,DXB,2025-09-03,Max,11,active,
CPT02197,SHJ,2025-12-03,Go Plus,12,active,
CPT02199,DXB,2026-02-06,Go,56,active,
CPT02200,SHJ,2026-03-30,Business,21,active,
CPT02201,DXB,2025-11-30,Go,31,active,
CPT02202,DXB,2025-11-06,Business,6,churned,2025-11-26
CPT02203,AUH,2025-09-25,Go Plus,33,active,
CPT02204,DXB,2025-09-02,Go,21,active,
CPT02206,DXB,2025-09-05,Business,14,churned,2025-09-14
CPT02207,AUH,2025-10-20,Go,5,active,
CPT02208,AUH,2025-09-30,Go,8,churned,2025-10-30
CPT02209,SHJ,2025-10-21,Go Plus,16,active,
CPT02212,AUH,2026-01-07,Go,25,active,
CPT02213,DXB,2026-01-09,Business,25,active,
CPT02215,AUH,2025-12-14,Go Plus,17,active,
CPT02216,AUH,2025-09-03,Business,27,churned,2025-09-13
CPT02217,SHJ,2025-08-15,Go,35,active,
CPT02219,DXB,2025-10-02,Go,22,active,
CPT02220,AUH,2026-02-09,Go,25,active,
CPT02221,SHJ,2025-09-19,Business,14,active,
CPT02222,AUH,2025-10-27,Max,15,churned,2025-11-08
CPT02223,DXB,2026-01-25,Go Plus,23,active,
CPT02224,AUH,2025-12-15,Go,22,active,
CPT02225,DXB,2025-08-02,Max,10,active,
CPT02226,DXB,2025-11-27,Max,19,active,
CPT02228,AUH,2026-02-08,Go Plus,21,active,
CPT02229,SHJ,2025-08-04,Max,10,churned,2025-08-24
CPT02234,DXB,2026-04-01,Go Plus,29,active,
CPT02235,DXB,2026-01-04,Go,29,active,
CPT02236,SHJ,2025-10-14,Go,8,active,
CPT02237,DXB,2025-10-17,Go,14,active,
CPT02238,DXB,2025-11-21,Business,17,active,
CPT02240,SHJ,2025-11-16,Go,30,active,
CPT02241,DXB,2026-02-08,Go Plus,12,active,
CPT02242,AUH,2026-04-01,Business,10,active,
CPT02243,SHJ,2025-09-03,Max,39,active,
CPT02245,DXB,2025-09-19,Business,20,active,
CPT02246,DXB,2026-02-12,Business,22,active,
CPT02247,SHJ,2025-09-30,Go Plus,32,active,
CPT02248,AUH,2025-11-28,Business,4,active,
CPT02249,AUH,2025-12-22,Go Plus,15,churned,2026-01-10
CPT02251,DXB,2025-09-14,Go Plus,11,active,
CPT02253,SHJ,2025-10-22,Business,16,active,
CPT02255,DXB,2025-11-30,Business,10,active,
CPT02258,DXB,2026-01-16,Go,23,active,
CPT02259,DXB,2025-09-19,Business,21,active,
CPT02260,DXB,2025-08-30,Go,10,active,
CPT02261,DXB,2026-01-17,Go,32,active,
CPT02262,DXB,2025-10-21,Go Plus,0,churned,2025-11-11
CPT02263,DXB,2025-08-19,Go,21,active,
CPT02264,DXB,2026-03-19,Go,5,active,
CPT02265,DXB,2025-08-25,Go,16,active,
CPT02266,DXB,2025-10-14,Go Plus,34,active,
CPT02267,AUH,2026-05-05,Business,5,churned,2026-05-30
CPT02268,SHJ,2025-08-16,Go,3,active,
CPT02270,DXB,2025-09-21,Go,23,active,
CPT02271,SHJ,2025-09-19,Business,21,active,
CPT02272,DXB,2025-10-22,Go,8,active,
CPT02273,AUH,2026-01-22,Business,17,active,
CPT02275,DXB,2025-11-08,Go Plus,16,churned,2025-11-23
CPT02277,AUH,2025-09-30,Go,15,active,
CPT02278,DXB,2025-07-09,Business,19,churned,2025-07-26
CPT02280,AUH,2026-01-02,Go,12,active,
CPT02281,DXB,2025-08-21,Go,4,active,
CPT02282,DXB,2026-01-19,Go Plus,47,active,
CPT02284,DXB,2025-07-17,Go,16,churned,2025-07-24
CPT02285,AUH,2026-01-03,Max,17,active,
CPT02287,AUH,2025-08-17,Go,17,active,
CPT02289,SHJ,2025-09-08,Business,6,active,
CPT02290,SHJ,2025-09-25,Go Plus,29,active,
CPT02291,DXB,2025-07-17,Business,53,active,
CPT02292,DXB,2025-09-30,Go,12,active,
CPT02293,DXB,2026-03-05,Max,21,active,
CPT02294,DXB,2026-03-01,Go,25,active,
CPT02295,SHJ,2026-04-12,Max,36,active,
CPT02297,DXB,2026-03-22,Business,19,churned,2026-04-18
CPT02298,AUH,2026-03-02,Business,29,active,
CPT02300,DXB,2026-03-02,Go Plus,25,active,
CPT02301,DXB,2025-11-04,Go Plus,11,churned,2025-11-16
CPT02302,SHJ,2026-01-09,Go,27,active,
CPT02303,DXB,2025-11-28,Go Plus,19,active,
CPT02305,DXB,2026-04-27,Business,1,active,
CPT02306,AUH,2025-11-13,Go,34,active,
CPT02307,DXB,2026-03-28,Business,20,active,
CPT02308,AUH,2025-10-07,Go Plus,31,active,
CPT02310,SHJ,2025-09-11,Go,6,churned,2025-10-11
CPT02312,DXB,2025-11-29,Go Plus,14,churned,2025-12-22
CPT02313,AUH,2025-11-26,Go,20,active,
CPT02314,AUH,2025-12-13,Go Plus,24,active,
CPT02317,SHJ,2025-10-02,Go Plus,53,active,
CPT02318,SHJ,2025-09-06,Max,20,active,
CPT02319,DXB,2026-01-31,Max,12,churned,2026-03-01
CPT02320,SHJ,2025-07-22,Go,28,active,
CPT02321,AUH,2025-09-06,Business,6,active,
CPT02322,DXB,2025-08-19,Go Plus,15,active,
CPT02324,DXB,2026-01-12,Business,30,active,
CPT02325,DXB,2025-09-29,Go,15,active,
CPT02326,SHJ,2025-07-12,Go Plus,20,active,
CPT02327,DXB,2025-12-19,Go,51,active,
CPT02330,SHJ,2025-11-02,Go,22,active,
CPT02332,DXB,2025-11-30,Go,15,active,
CPT02333,AUH,2025-11-16,Go Plus,15,active,
CPT02334,AUH,2026-02-14,Business,35,active,
CPT02335,DXB,2025-09-15,Go,9,churned,2025-10-14
CPT02336,AUH,2026-01-23,Go,15,active,
CPT02337,SHJ,2025-08-12,Go,27,active,
CPT02339,DXB,2025-09-03,Max,9,churned,2025-10-03
CPT02340,SHJ,2025-12-19,Go,7,active,
CPT02341,SHJ,2025-09-10,Go Plus,20,active,
CPT02342,DXB,2025-11-25,Go,21,active,
CPT02343,SHJ,2025-07-30,Go,26,active,
CPT02344,SHJ,2025-10-25,Go Plus,28,active,
CPT02345,AUH,2025-10-21,Go Plus,21,active,
CPT02346,DXB,2025-09-10,Go,36,active,
CPT02347,DXB,2025-08-18,Go Plus,12,active,
CPT02348,DXB,2025-09-03,Go,36,churned,2025-09-24
CPT02349,DXB,2025-12-28,Max,27,active,
CPT02350,AUH,2025-11-21,Go,5,active,
CPT02351,DXB,2025-10-30,Business,24,active,
CPT02352,AUH,2025-10-15,Go,21,active,
CPT02353,AUH,2025-10-13,Go,6,active,
CPT02354,DXB,2025-09-23,Go Plus,2,active,
CPT02355,AUH,2025-09-03,Go Plus,18,active,
CPT02356,DXB,2026-01-29,Go,28,active,
CPT02358,DXB,2026-02-22,Go,40,active,
CPT02359,AUH,2025-09-01,Go Plus,38,active,
CPT02361,DXB,2025-08-18,Go,28,active,
CPT02362,DXB,2026-01-24,Business,18,active,
CPT02363,DXB,2025-11-21,Go,10,active,
CPT02364,AUH,2025-10-21,Go,21,active,
CPT02365,DXB,2025-09-01,Go,32,active,
CPT02366,AUH,2025-08-05,Max,35,active,
CPT02367,AUH,2026-02-24,Business,25,active,
CPT02368,DXB,2025-10-23,Go,10,active,
CPT02369,SHJ,2025-08-24,Go,19,churned,2025-09-15
CPT02371,SHJ,2026-01-09,Go Plus,26,active,
CPT02372,DXB,2025-12-04,Go Plus,11,active,
CPT02373,SHJ,2026-01-27,Go,9,active,
CPT02375,DXB,2026-03-09,Go,25,active,
CPT02376,SHJ,2025-10-05,Go Plus,29,active,
CPT02377,DXB,2026-02-09,Go,25,active,
CPT02381,DXB,2026-01-10,Go,15,active,
CPT02382,AUH,2025-09-23,Go,12,active,
CPT02383,DXB,2025-11-13,Business,15,active,
CPT02384,SHJ,2025-10-24,Go Plus,24,active,
CPT02385,AUH,2025-12-07,Go,28,active,
CPT02386,DXB,2025-10-07,Business,8,active,
CPT02388,DXB,2025-10-30,Go,10,churned,2025-11-21
CPT02389,AUH,2025-08-01,Go,11,active,
CPT02391,DXB,2026-03-27,Go,10,active,
CPT02392,SHJ,2025-12-07,Max,19,active,
CPT02393,AUH,2025-11-02,Go,30,active,
CPT02394,DXB,2026-04-11,Max,24,active,
CPT02395,DXB,2025-12-22,Max,36,active,
CPT02396,AUH,2025-09-29,Go,11,active,
CPT02397,SHJ,2026-01-11,Go,30,active,
CPT02398,DXB,2025-10-24,Go,13,active,
CPT02399,AUH,2025-08-22,Go,26,active,
CPT02400,SHJ,2025-12-18,Business,12,active,
CPT02401,DXB,2025-07-18,Go Plus,9,churned,2025-08-11
CPT02402,DXB,2026-01-04,Go,37,active,
CPT02403,DXB,2025-08-02,Business,12,active,
CPT02404,AUH,2025-08-03,Go,20,active,
CPT02406,AUH,2025-12-15,Max,38,active,
CPT02407,DXB,2025-08-20,Go,7,active,
CPT02408,AUH,2026-03-24,Go Plus,17,active,
CPT02409,SHJ,2026-02-03,Max,19,churned,2026-02-21
CPT02413,DXB,2025-09-30,Go,2,active,
CPT02414,DXB,2026-01-27,Go,18,active,
CPT02415,SHJ,2025-08-06,Max,18,active,
CPT02416,DXB,2025-09-29,Business,12,active,
CPT02417,SHJ,2026-02-16,Go,33,active,
CPT02418,DXB,2025-11-18,Go Plus,19,active,
CPT02419,DXB,2025-11-11,Go Plus,35,active,
CPT02420,DXB,2026-01-10,Max,26,active,
CPT02421,SHJ,2025-10-26,Go,43,active,
CPT02422,DXB,2026-05-08,Go,9,churned,2026-05-30
CPT02424,DXB,2025-10-31,Go Plus,65,active,
CPT02425,AUH,2025-11-07,Go Plus,9,churned,2025-11-26
CPT02426,DXB,2025-08-23,Go,4,churned,2025-09-09
CPT02427,AUH,2026-03-06,Business,10,active,
CPT02428,SHJ,2025-09-07,Go Plus,11,churned,2025-10-02
CPT02430,DXB,2025-10-12,Business,16,active,
CPT02432,SHJ,2025-12-09,Go,22,active,
CPT02433,DXB,2025-09-22,Go,10,churned,2025-10-06
CPT02436,DXB,2025-09-30,Go,13,active,
CPT02437,SHJ,2026-01-24,Go Plus,7,active,
CPT02439,DXB,2026-02-22,Go,9,churned,2026-03-19
CPT02441,DXB,2025-07-29,Go,18,active,
CPT02442,AUH,2025-08-03,Go,30,active,
CPT02443,AUH,2025-08-27,Go,20,active,
CPT02444,DXB,2025-10-13,Go Plus,11,active,
CPT02445,AUH,2025-12-11,Go,42,active,
CPT02446,DXB,2025-07-22,Go,24,churned,2025-07-31
CPT02447,DXB,2025-08-13,Business,22,active,
CPT02450,DXB,2025-11-21,Go,19,active,
CPT02451,SHJ,2026-03-30,Go,18,active,
CPT02452,DXB,2025-10-06,Go,19,active,
CPT02454,AUH,2025-11-09,Go,23,active,
CPT02455,AUH,2025-09-24,Go,20,churned,2025-10-04
CPT02457,DXB,2026-02-24,Go,28,active,
CPT02458,DXB,2025-12-05,Go,34,active,
CPT02459,DXB,2026-01-02,Go Plus,17,active,
CPT02460,DXB,2025-08-29,Max,11,churned,2025-09-05
CPT02462,AUH,2026-02-18,Go,48,active,
CPT02463,AUH,2025-10-28,Go,8,active,
CPT02464,SHJ,2026-01-29,Business,41,active,
CPT02465,DXB,2025-12-13,Go Plus,18,active,
CPT02466,DXB,2025-09-26,Go Plus,7,active,
CPT02467,SHJ,2025-11-12,Go,31,active,
CPT02468,AUH,2026-01-19,Go,12,active,
CPT02470,DXB,2026-01-05,Go,28,active,
CPT02471,DXB,2025-08-17,Go,48,active,
CPT02472,SHJ,2025-08-03,Go Plus,6,active,
CPT02473,DXB,2025-09-01,Business,33,active,
CPT02474,DXB,2025-11-30,Go Plus,34,active,
CPT02475,DXB,2026-01-22,Go,10,active,
CPT02476,AUH,2025-10-10,Go,6,active,
CPT02477,DXB,2025-10-01,Go,20,active,
CPT02478,DXB,2026-02-05,Go,9,active,
CPT02479,DXB,2025-11-02,Go,17,active,
CPT02480,AUH,2025-12-31,Go,38,active,
CPT02481,DXB,2025-10-28,Go,51,active,
CPT02482,SHJ,2026-01-05,Go Plus,30,active,
CPT02484,AUH,2025-11-26,Go,34,active,
CPT02485,SHJ,2025-12-10,Go Plus,5,active,
CPT02487,AUH,2025-09-19,Go Plus,59,active,
CPT02488,DXB,2025-08-09,Go Plus,19,active,
CPT02490,DXB,2025-09-27,Go,18,active,
CPT02491,DXB,2026-02-05,Go Plus,30,active,
CPT02492,DXB,2026-02-16,Max,26,active,
CPT02493,AUH,2025-12-28,Go,7,active,
CPT02494,SHJ,2025-09-27,Business,12,churned,2025-10-10
CPT02495,SHJ,2025-07-16,Go,15,active,
CPT02496,DXB,2025-07-11,Go,11,active,
CPT02497,DXB,2025-12-08,Go,30,active,
CPT02500,AUH,2025-09-22,Go,12,churned,2025-10-05
CPT02501,DXB,2025-10-13,Go Plus,42,active,
CPT02502,DXB,2026-01-28,Go,11,churned,2026-02-12
CPT02503,DXB,2025-08-01,Go,13,active,
CPT02504,DXB,2026-01-11,Go Plus,21,active,
CPT02506,DXB,2025-09-30,Go,32,active,
CPT02508,AUH,2026-01-23,Business,28,active,
CPT02510,DXB,2025-07-13,Go Plus,25,active,
CPT02511,SHJ,2025-11-14,Go,34,active,
CPT02512,SHJ,2025-10-12,Go,30,active,
CPT02514,AUH,2025-10-05,Business,13,active,
CPT02515,DXB,2025-07-10,Go,34,active,
CPT02516,AUH,2026-04-08,Business,3,active,
CPT02517,DXB,2026-01-21,Go Plus,26,active,
CPT02519,DXB,2025-12-03,Go Plus,42,active,
CPT02520,DXB,2026-03-08,Go,13,active,
CPT02521,DXB,2025-11-30,Go,31,active,
CPT02522,AUH,2025-11-16,Go Plus,3,active,
CPT02523,DXB,2025-12-16,Max,32,active,
CPT02524,SHJ,2025-08-05,Go Plus,22,active,
CPT02526,SHJ,2025-08-07,Max,38,active,
CPT02528,DXB,2026-03-15,Go Plus,17,active,
CPT02529,SHJ,2025-11-26,Go,43,active,
CPT02531,SHJ,2026-01-03,Go Plus,6,active,
CPT02532,SHJ,2025-10-02,Max,14,churned,2025-10-23
CPT02534,DXB,2026-03-01,Business,9,churned,2026-03-12
CPT02536,DXB,2025-08-29,Go,31,active,
CPT02537,DXB,2025-10-01,Go Plus,2,active,
CPT02538,DXB,2025-08-28,Go,32,active,
CPT02539,DXB,2025-10-30,Go,15,active,
CPT02540,DXB,2025-09-16,Go Plus,32,active,
CPT02541,DXB,2025-10-09,Go,34,churned,2025-10-16
CPT02544,AUH,2026-04-13,Go,7,churned,2026-05-10
CPT02545,AUH,2025-12-06,Go,32,active,
CPT02546,AUH,2025-12-11,Go Plus,8,churned,2025-12-18
CPT02547,DXB,2025-09-04,Go Plus,14,active,
CPT02548,DXB,2025-08-12,Go,16,active,
CPT02549,AUH,2025-09-04,Go,3,active,
CPT02550,SHJ,2025-12-17,Go,13,active,
CPT02553,DXB,2025-10-08,Business,8,churned,2025-10-20
CPT02554,DXB,2025-10-01,Go Plus,16,active,
CPT02555,DXB,2025-07-13,Go,27,active,
CPT02556,AUH,2025-09-15,Go,25,active,
CPT02557,SHJ,2025-11-17,Go Plus,36,active,
CPT02558,SHJ,2025-11-08,Go Plus,36,active,
CPT02560,SHJ,2025-10-25,Go,22,active,
CPT02564,DXB,2025-11-24,Go Plus,36,active,
CPT02565,DXB,2025-08-25,Go Plus,40,active,
CPT02566,DXB,2025-12-26,Go,14,active,
CPT02567,DXB,2026-02-26,Go Plus,19,active,
CPT02569,DXB,2025-10-21,Go,28,active,
CPT02570,DXB,2025-09-24,Go Plus,11,active,
CPT02571,DXB,2025-10-08,Go,41,active,
CPT02572,DXB,2026-01-31,Go Plus,6,active,
CPT02573,DXB,2025-10-18,Business,14,active,
CPT02574,DXB,2026-01-12,Business,23,active,
CPT02575,AUH,2025-10-18,Business,19,churned,2025-11-12
CPT02578,AUH,2025-08-17,Go,54,active,
CPT02580,DXB,2025-07-31,Max,31,active,
CPT02581,SHJ,2025-10-15,Go,24,active,
CPT02582,DXB,2025-08-16,Go,9,churned,2025-08-25
CPT02583,DXB,2025-10-25,Go,12,active,
CPT02585,AUH,2025-11-18,Go Plus,12,active,
CPT02586,DXB,2025-12-27,Go,17,active,
CPT02587,DXB,2025-10-28,Go,51,active,
CPT02588,SHJ,2025-11-15,Business,14,active,
CPT02590,DXB,2025-11-03,Go,13,churned,2025-11-25
CPT02594,AUH,2025-09-16,Go,7,churned,2025-09-27
CPT02595,DXB,2025-10-08,Go,6,churned,2025-10-29
CPT02596,DXB,2025-08-06,Business,23,active,
CPT02597,SHJ,2025-09-15,Go Plus,12,churned,2025-09-27
CPT02598,AUH,2025-08-05,Go,17,active,
CPT02599,SHJ,2025-09-02,Business,30,active,
CPT02600,DXB,2025-09-10,Go,4,churned,2025-09-22
