captain_id,week_start,trips,earnings_aed,avg_distance_km,online_hours,earnings_per_hour_aed,acceptance_rate,weeks_tenure,is_first_week,churned
CPT01253,2025-07-08,4,108.01,6.0275,4.1,26.34,0.869,0,1,0
CPT01254,2026-02-03,3,95.15,5.41,6.9,13.79,0.882,11,0,0
CPT01254,2026-04-14,4,125.4,6.76,7.5,16.72,0.778,21,0,0
CPT01256,2026-05-12,3,99.92,8.643333333333333,3.8,26.29,0.825,28,0,0
CPT01257,2025-12-09,9,281.79,7.26111111111111,6.8,41.44,0.644,0,1,0
CPT01257,2026-06-23,1,19.13,3.9,4.1,4.67,0.891,23,0,0
CPT01258,2025-11-18,2,70.9,5.359999999999999,4.0,17.73,0.912,0,1,0
CPT01258,2026-02-03,5,256.9,11.846,5.8,44.29,0.794,0,1,0
CPT01258,2026-04-21,3,98.18,6.8933333333333335,5.0,19.64,0.613,6,0,0
CPT01259,2026-01-27,3,80.32000000000001,7.683333333333333,6.3,12.75,0.705,6,0,0
CPT01259,2026-04-21,2,68.47,8.600000000000001,5.2,13.17,0.912,18,0,0
CPT01262,2025-09-30,1,28.99,5.62,3.6,8.05,0.697,8,0,0
CPT01262,2025-12-23,2,96.02,7.865,5.1,18.83,0.775,20,0,0
CPT01264,2025-10-14,2,55.22,8.065,5.1,10.83,0.782,0,1,0
CPT01265,2025-07-01,3,141.15,10.273333333333332,5.7,24.76,0.827,0,1,0
CPT01265,2025-11-18,1,26.88,2.5,4.6,5.84,0.901,14,0,0
CPT01265,2026-02-10,2,38.53,1.02,4.5,8.56,0.701,26,0,0
CPT01267,2025-10-28,1,20.4,4.76,3.8,5.37,0.925,0,1,0
CPT01267,2026-05-12,2,44.46,6.2,4.2,10.59,0.903,26,0,0
CPT01268,2025-08-19,1,32.7,12.09,1.4,23.36,0.86,0,1,0
CPT01270,2026-04-21,1,26.23,8.23,1.8,14.57,0.848,6,0,0
CPT01271,2026-01-06,3,76.53,8.256666666666666,6.8,11.25,0.778,1,0,0
CPT01274,2026-01-13,1,32.68,7.89,4.2,7.78,0.823,8,0,0
CPT01275,2025-09-09,3,122.48,5.823333333333333,5.9,20.76,0.876,4,0,0
CPT01275,2026-02-24,4,131.48000000000002,7.890000000000001,4.9,26.83,0.849,28,0,0
CPT01276,2025-10-21,2,72.6,10.28,3.5,20.74,0.953,0,1,0
CPT01277,2025-09-30,1,47.32,6.19,3.7,12.79,0.914,0,1,0
CPT01277,2025-12-09,3,90.81,8.856666666666667,5.8,15.66,0.902,3,0,0
CPT01278,2026-04-21,4,152.69,9.3475,5.4,28.28,0.85,32,0,0
CPT01282,2025-12-09,1,25.45,7.54,3.0,8.48,0.711,5,0,0
CPT01285,2026-02-24,1,45.76,14.33,4.1,11.16,0.818,25,0,0
CPT01286,2025-09-23,4,118.94,8.42,6.2,19.18,0.838,0,1,0
CPT01288,2025-09-30,4,148.38,8.8125,6.2,23.93,0.802,2,0,1
CPT01289,2026-01-27,2,54.29,4.825,3.8,14.29,0.772,11,0,0
CPT01290,2026-06-16,4,152.04000000000002,8.5875,3.9,38.98,0.53,43,0,0
CPT01292,2026-05-12,3,97.21,6.293333333333334,4.1,23.71,0.829,32,0,0
CPT01293,2026-06-16,4,140.82,8.5075,5.2,27.08,0.955,13,0,0
CPT01296,2025-10-07,5,212.34,7.866,6.6,32.17,0.766,0,1,0
CPT01298,2025-11-18,4,84.87,4.2700000000000005,4.2,20.21,0.904,6,0,0
CPT01299,2025-07-22,1,13.16,1.03,4.8,2.74,0.984,0,1,0
CPT01299,2025-08-05,1,43.5,9.93,4.2,10.36,0.789,0,1,0
CPT01299,2025-11-18,2,97.97,7.285,4.8,20.41,0.711,0,1,0
CPT01299,2026-04-28,4,164.41,7.737500000000001,5.2,31.62,0.921,5,0,0
CPT01301,2026-06-09,4,121.94,7.7175,6.7,18.2,0.848,32,0,0
CPT01302,2026-01-13,3,100.93,4.946666666666666,4.3,23.47,0.793,3,0,0
CPT01302,2026-06-30,1,69.86,9.95,5.5,12.7,0.883,27,0,0
CPT01303,2026-02-17,1,46.96,7.61,4.3,10.92,0.847,22,0,1
CPT01310,2025-07-15,1,28.22,9.46,2.7,10.45,0.788,0,1,0
CPT01314,2025-10-21,3,109.67,11.473333333333334,4.0,27.42,0.929,0,1,0
CPT01316,2025-08-26,1,61.21,19.45,4.1,14.93,0.71,0,1,0
CPT01316,2025-11-25,1,12.89,1.31,5.0,2.58,0.797,6,0,0
CPT01318,2025-07-29,4,156.62,8.415000000000001,5.9,26.55,0.751,0,1,0
CPT01319,2025-09-02,2,38.19,4.3,3.2,11.93,0.828,0,1,0
CPT01321,2025-09-30,4,149.68,10.1175,6.8,22.01,0.848,0,1,0
CPT01321,2026-05-19,5,172.87,8.934000000000001,5.0,34.57,0.809,26,0,0
CPT01321,2026-06-09,5,245.41000000000005,7.436,7.6,32.29,0.804,29,0,0
CPT01324,2025-10-21,1,19.08,4.37,4.6,4.15,0.845,8,0,0
CPT01324,2026-05-05,2,64.67,8.845,6.0,10.78,0.909,36,0,0
CPT01327,2025-07-22,4,140.16,6.9350000000000005,6.3,22.25,0.767,1,0,0
CPT01328,2025-11-18,4,141.17000000000002,6.7875,5.6,25.21,0.655,0,1,1
CPT01330,2026-01-06,3,112.54,8.256666666666666,3.9,28.86,0.696,2,0,1
CPT01331,2025-10-28,1,82.91,15.96,4.7,17.64,0.796,15,0,1
CPT01333,2025-11-11,4,168.17,12.7175,4.4,38.22,0.625,11,0,0
CPT01338,2025-11-04,4,116.54,6.315,6.7,17.39,0.962,15,0,0
CPT01338,2026-03-10,2,77.03,5.07,4.2,18.34,0.772,33,0,0
CPT01338,2026-06-16,6,189.74,7.041666666666667,6.5,29.19,0.891,47,0,0
CPT01339,2026-01-27,2,77.0,7.855,4.4,17.5,0.94,0,1,0
CPT01340,2025-09-09,4,108.5,5.08,5.7,19.04,0.653,0,1,0
CPT01341,2025-11-04,1,59.9,15.19,4.5,13.31,0.813,0,1,0
CPT01341,2026-05-05,4,169.36,7.19,4.8,35.28,0.716,25,0,0
CPT01342,2025-07-15,4,190.37,6.949999999999999,8.1,23.5,0.809,0,1,1
CPT01343,2025-07-15,3,88.48,9.373333333333331,4.5,19.66,0.789,0,1,0
CPT01344,2025-11-11,3,127.57,9.18,5.4,23.62,0.831,0,1,0
CPT01345,2025-09-30,1,18.4,4.1,4.5,4.09,1.0,0,1,1
CPT01345,2025-10-07,3,86.05,9.28,5.3,16.24,0.787,0,1,1
CPT01347,2025-11-04,3,169.59,12.023333333333332,5.9,28.74,0.745,0,1,0
CPT01348,2025-07-08,2,53.68,5.895,5.6,9.59,0.849,0,1,0
CPT01350,2025-07-01,2,61.3,4.38,6.2,9.89,1.0,0,1,0
CPT01350,2025-10-28,2,63.42999999999999,5.95,6.4,9.91,0.91,0,1,0
CPT01351,2025-11-18,1,23.94,3.49,3.8,6.3,0.643,11,0,0
CPT01354,2026-01-27,1,45.69,18.03,2.9,15.76,0.747,20,0,0
CPT01355,2026-05-12,2,62.2,5.285,4.7,13.23,0.728,39,0,0
CPT01356,2026-04-28,2,82.33,10.075,6.4,12.86,0.907,9,0,0
CPT01359,2026-03-31,5,183.51,6.212,7.1,25.85,0.918,35,0,0
CPT01360,2026-05-19,2,76.19,9.585,4.7,16.21,0.992,29,0,0
CPT01361,2025-11-18,1,23.89,3.55,3.3,7.24,0.901,15,0,0
CPT01363,2025-12-30,2,67.93,9.075,2.8,24.26,0.894,5,0,0
CPT01363,2026-03-24,4,124.83,8.865,4.0,31.21,0.993,17,0,0
CPT01364,2026-02-10,3,82.44,5.876666666666668,5.1,16.16,0.739,15,0,1
CPT01365,2025-11-11,2,63.510000000000005,10.485,4.8,13.23,0.799,0,1,0
CPT01370,2026-01-13,1,25.2,7.28,2.2,11.45,0.744,9,0,0
CPT01371,2025-07-08,2,66.86,7.43,4.7,14.23,0.713,0,1,0
CPT01371,2025-12-02,2,89.52,9.85,4.3,20.82,0.842,16,0,0
CPT01372,2026-04-14,3,119.31,4.543333333333333,5.6,21.31,0.837,22,0,0
CPT01379,2026-02-10,3,125.69,10.34,2.7,46.55,0.726,0,1,0
CPT01380,2026-02-10,4,163.0,6.0575,4.9,33.27,0.879,14,0,0
CPT01382,2025-07-08,1,76.33,13.98,2.7,28.27,0.864,0,1,0
CPT01382,2026-04-07,1,31.15,6.4,4.4,7.08,0.871,0,1,0
CPT01382,2026-06-23,2,69.37,5.315,3.8,18.26,0.869,8,0,0
CPT01386,2025-10-14,2,77.94,7.425,5.1,15.28,0.943,0,1,1
CPT01387,2025-07-15,1,25.58,7.88,4.3,5.95,0.862,0,1,0
CPT01387,2026-05-12,2,75.35,7.54,5.1,14.77,0.977,20,0,0
CPT01389,2026-04-21,4,171.29,10.975,4.5,38.06,0.881,29,0,0
CPT01390,2026-04-07,4,157.09,6.7225,5.0,31.42,0.64,29,0,1
CPT01392,2026-06-02,3,103.59,9.263333333333334,5.2,19.92,0.68,35,0,0
CPT01395,2025-11-04,3,90.96,6.636666666666667,5.2,17.49,0.833,7,0,0
CPT01395,2026-05-12,2,42.83,3.53,3.3,12.98,0.809,34,0,0
CPT01397,2025-09-02,2,84.85,14.41,3.4,24.96,0.832,0,1,0
CPT01397,2026-01-06,2,65.27,4.51,4.1,15.92,0.893,7,0,0
CPT01399,2025-11-25,3,125.44,10.226666666666668,5.6,22.4,0.788,1,0,0
CPT01404,2026-02-24,4,138.87,9.6575,5.6,24.8,0.918,24,0,0
CPT01405,2025-09-16,3,130.96,8.283333333333333,5.1,25.68,0.846,0,1,1
CPT01408,2026-03-31,2,63.01,4.475,4.0,15.75,0.859,0,1,0
CPT01409,2025-10-14,1,57.31,17.55,5.1,11.24,0.835,0,1,0
CPT01410,2026-04-14,2,97.12,8.27,4.2,23.12,0.862,32,0,0
CPT01414,2025-08-19,1,39.38,5.2,3.8,10.36,0.963,0,1,1
CPT01414,2026-06-09,5,259.41,10.894,5.8,44.73,0.909,35,0,1
CPT01417,2025-11-18,6,210.46,5.301666666666667,7.2,29.23,0.708,13,0,0
CPT01418,2025-10-21,1,33.49,4.58,4.0,8.37,0.929,4,0,0
CPT01421,2025-07-08,1,43.8,17.73,2.8,15.64,0.873,0,1,1
CPT01421,2026-04-14,5,202.21,9.458,5.4,37.45,0.917,15,0,1
CPT01422,2025-10-21,5,192.49,9.574000000000002,7.4,26.01,0.777,7,0,0
CPT01425,2026-06-09,6,317.45,9.418333333333337,8.2,38.71,1.0,45,0,0
CPT01426,2026-03-17,3,76.64,7.166666666666667,1.1,69.67,0.786,25,0,0
CPT01430,2025-10-07,7,262.99,6.90142857142857,6.1,43.11,1.0,4,0,0
CPT01430,2025-11-11,3,90.48,7.260000000000001,5.1,17.74,0.897,9,0,0
CPT01430,2026-06-09,1,36.75,7.75,5.2,7.07,0.867,39,0,0
CPT01431,2025-09-02,2,68.46000000000001,4.145,4.5,15.21,0.912,0,1,0
CPT01434,2025-07-01,3,78.72,7.683333333333334,5.8,13.57,0.877,0,1,0
CPT01434,2026-05-19,3,98.96,8.026666666666666,4.4,22.49,0.876,44,0,0
CPT01437,2025-07-22,1,62.49,15.94,1.9,32.89,0.588,0,1,0
CPT01438,2025-12-16,4,100.53,4.2225,4.7,21.39,0.71,8,0,0
CPT01439,2026-04-14,3,95.21,8.366666666666667,6.5,14.65,0.694,4,0,1
CPT01440,2025-09-16,4,224.56,9.7225,5.7,39.4,0.9,0,1,0
CPT01441,2026-03-17,4,205.93,14.32,7.8,26.4,0.789,35,0,1
CPT01441,2026-03-31,4,98.72,3.61,5.8,17.02,0.977,37,0,1
CPT01443,2025-08-26,3,99.19,7.596666666666667,3.4,29.17,0.834,0,1,1
CPT01444,2025-09-16,2,106.3,12.435,3.2,33.22,0.748,0,1,1
CPT01445,2026-02-10,4,171.26,8.1625,6.7,25.56,0.836,3,0,0
CPT01446,2026-03-10,4,230.62,13.3725,5.2,44.35,0.727,0,1,0
CPT01449,2025-09-23,6,163.38,5.343333333333334,8.8,18.57,0.866,0,1,0
CPT01452,2025-09-09,2,56.6,7.355,5.1,11.1,0.683,0,1,0
CPT01452,2026-05-26,4,107.63,8.727500000000001,5.9,18.24,0.83,35,0,0
CPT01453,2025-11-11,4,92.12,6.0725,6.7,13.75,0.688,18,0,0
CPT01456,2026-03-17,4,129.95999999999998,8.4925,6.4,20.31,0.781,0,1,0
CPT01457,2026-06-09,2,59.0,9.535,5.4,10.93,0.769,40,0,0
CPT01458,2025-11-11,2,84.66,13.48,4.1,20.65,0.758,0,1,0
CPT01458,2026-06-02,6,261.0,7.791666666666667,7.6,34.34,0.926,29,0,0
CPT01461,2026-03-31,4,164.51,8.087499999999999,5.7,28.86,0.877,19,0,0
CPT01463,2026-06-30,1,39.42,16.02,4.8,8.21,0.772,49,0,0
CPT01466,2025-12-16,1,33.98,7.58,4.3,7.9,0.84,11,0,0
CPT01467,2026-04-28,1,42.11,14.56,2.4,17.55,0.674,19,0,0
CPT01468,2025-12-23,1,46.35,8.16,2.9,15.98,0.753,0,1,0
CPT01471,2025-10-07,4,98.37,3.7225,6.1,16.13,0.772,5,0,0
CPT01477,2025-10-21,1,26.28,8.26,3.5,7.51,0.847,2,0,0
CPT01477,2026-04-07,2,62.25,5.37,4.3,14.48,0.744,26,0,0
CPT01477,2026-04-21,2,62.65,7.87,4.5,13.92,0.69,28,0,0
CPT01478,2025-09-09,2,38.64,4.475,4.4,8.78,0.816,0,1,0
CPT01479,2026-01-27,3,88.88,7.859999999999999,6.3,14.11,0.893,1,0,0
CPT01479,2026-03-24,4,100.04,4.9475,5.0,20.01,0.824,9,0,0
CPT01482,2025-10-07,3,126.4,11.976666666666668,5.4,23.41,0.748,11,0,0
CPT01482,2025-11-11,3,86.32000000000001,6.363333333333333,5.4,15.99,0.897,16,0,0
CPT01483,2026-01-20,1,45.18,12.44,5.4,8.37,1.0,0,1,1
CPT01485,2025-12-23,2,76.87,14.32,5.5,13.98,0.673,0,1,1
CPT01485,2026-02-24,4,136.39,6.8100000000000005,6.3,21.65,0.948,7,0,1
CPT01487,2025-07-22,3,167.57,10.636666666666668,5.8,28.89,0.876,0,1,0
CPT01488,2025-12-30,1,20.57,1.36,4.5,4.57,0.89,22,0,0
CPT01488,2026-02-24,4,177.31,10.7675,4.7,37.73,0.912,30,0,0
CPT01488,2026-06-02,3,96.54,5.706666666666666,4.7,20.54,0.837,44,0,0
CPT01491,2026-04-07,1,13.86,1.62,3.3,4.2,0.717,17,0,1
CPT01492,2026-02-10,2,81.47,6.35,3.4,23.96,0.902,9,0,0
CPT01492,2026-04-14,2,54.92,5.6,6.6,8.32,0.751,18,0,0
CPT01495,2025-12-23,4,153.23,8.795,5.2,29.47,0.764,0,1,0
CPT01499,2026-03-10,3,123.61,7.140000000000001,4.8,25.75,0.923,18,0,0
CPT01501,2025-08-19,1,29.4,5.79,3.9,7.54,0.792,0,1,0
CPT01502,2026-02-17,1,34.83,5.86,5.4,6.45,0.878,25,0,0
CPT01502,2026-06-02,2,79.28,5.8950000000000005,5.2,15.25,0.841,40,0,0
CPT01505,2026-05-19,3,113.08,5.573333333333333,4.8,23.56,0.887,12,0,0
CPT01508,2026-03-17,6,259.38,8.816666666666668,7.0,37.05,0.795,9,0,0
CPT01509,2025-12-30,2,87.25999999999999,4.955,4.8,18.18,0.987,14,0,0
CPT01509,2026-03-31,3,78.35,5.876666666666668,2.3,34.07,0.851,27,0,0
CPT01511,2025-11-18,5,184.3,7.742,5.0,36.86,0.842,13,0,0
CPT01513,2025-10-28,1,38.44,12.44,2.6,14.78,1.0,0,1,0
CPT01513,2026-01-06,5,127.92,5.878,6.5,19.68,0.81,10,0,0
CPT01514,2025-12-30,4,106.81,7.085000000000001,5.6,19.07,0.875,1,0,1
CPT01514,2026-04-28,2,131.43,13.07,3.5,37.55,0.962,18,0,1
CPT01515,2025-11-11,5,169.6,5.876,5.8,29.24,0.919,0,1,0
CPT01518,2025-09-02,2,56.27,9.435,5.2,10.82,0.84,0,1,0
CPT01519,2026-03-03,8,346.9,10.4575,6.6,52.56,0.696,0,1,0
CPT01522,2026-01-06,1,32.61,8.99,5.2,6.27,1.0,0,1,1
CPT01524,2026-06-16,6,167.13,6.875,7.5,22.28,0.893,41,0,0
CPT01525,2025-08-26,2,48.370000000000005,5.165,3.1,15.6,0.822,0,1,0
CPT01525,2025-12-30,2,58.8,10.325,4.9,12.0,0.848,15,0,0
CPT01526,2025-12-09,2,52.0,4.9,3.9,13.33,0.836,21,0,0
CPT01529,2026-03-31,1,23.6,6.56,4.9,4.82,0.732,20,0,1
CPT01529,2026-04-28,2,112.98,8.174999999999999,4.2,26.9,0.961,24,0,1
CPT01530,2026-01-13,6,200.19,5.539999999999999,7.1,28.2,0.664,14,0,0
CPT01531,2025-11-18,5,164.75,7.532000000000001,6.1,27.01,0.848,0,1,0
CPT01531,2026-06-16,5,105.24,4.492,3.9,26.98,0.895,8,0,0
CPT01533,2025-09-23,3,86.9,8.616666666666667,2.8,31.04,0.668,0,1,1
CPT01534,2026-06-02,1,24.99,6.56,4.1,6.1,0.71,15,0,1
CPT01535,2025-08-05,1,38.23,11.87,3.9,9.8,0.775,0,1,0
CPT01535,2025-11-11,1,54.06,5.95,1.6,33.79,0.618,0,1,0
CPT01535,2025-11-25,2,40.16,3.145,6.1,6.58,0.862,0,1,0
CPT01537,2025-10-07,3,104.83,6.426666666666667,7.1,14.76,0.86,0,1,0
CPT01538,2025-10-07,3,85.74,6.4433333333333325,7.1,12.08,0.759,7,0,1
CPT01538,2026-03-17,2,58.1,5.539999999999999,4.4,13.2,0.83,30,0,1
CPT01538,2026-03-24,2,90.25,4.845,2.4,37.6,0.808,31,0,1
CPT01538,2026-05-26,4,106.47,7.862500000000001,4.4,24.2,1.0,40,0,1
CPT01540,2025-08-26,1,24.48,6.78,6.3,3.89,0.769,0,1,0
CPT01541,2025-08-05,2,57.55,5.595,5.4,10.66,1.0,0,1,0
CPT01541,2025-12-16,1,31.63,10.98,4.1,7.71,0.764,18,0,0
CPT01549,2026-06-02,1,50.19,15.65,2.9,17.31,0.688,9,0,0
CPT01550,2026-01-27,2,79.67,15.485,2.8,28.45,0.84,4,0,0
CPT01550,2026-03-17,1,44.89,8.81,2.4,18.7,0.937,11,0,0
CPT01554,2026-05-05,6,217.32,7.655,8.0,27.16,0.794,15,0,0
CPT01556,2025-09-16,2,48.6,6.1450000000000005,3.5,13.89,0.851,0,1,0
CPT01558,2025-07-22,4,133.75,7.4,6.7,19.96,0.792,0,1,0
CPT01561,2026-06-16,3,88.42,8.443333333333333,3.9,22.67,0.797,39,0,0
CPT01562,2026-05-05,5,210.33,4.946,8.0,26.29,0.811,35,0,1
CPT01563,2026-06-16,3,77.43,7.166666666666667,4.8,16.13,0.745,26,0,0
CPT01565,2025-11-04,1,38.94,12.2,3.7,10.52,0.76,2,0,0
CPT01567,2025-10-14,2,111.93,12.655,3.6,31.09,0.78,0,1,0
CPT01567,2025-12-30,5,215.18,8.751999999999999,6.6,32.6,0.769,2,0,0
CPT01567,2026-02-10,2,55.82,4.8100000000000005,5.2,10.73,0.901,8,0,0
CPT01568,2025-12-30,3,72.73,5.793333333333334,6.0,12.12,0.889,0,1,0
CPT01570,2025-07-01,2,85.22,13.3,1.3,65.55,0.877,0,1,0
CPT01578,2025-12-02,2,50.07,6.680000000000001,4.3,11.64,0.922,0,1,0
CPT01580,2025-12-09,4,106.28,5.18,4.9,21.69,0.947,0,1,0
CPT01581,2026-02-10,2,109.57,6.495,4.0,27.39,0.903,22,0,1
CPT01581,2026-06-02,1,30.63,10.78,3.1,9.88,0.892,38,0,1
CPT01582,2025-07-08,2,50.8,2.54,4.8,10.58,0.736,0,1,1
CPT01583,2026-02-17,7,252.28,9.695714285714288,6.9,36.56,0.78,3,0,0
CPT01584,2026-06-16,6,240.84,7.175,6.5,37.05,0.842,29,0,0
CPT01587,2025-11-04,3,109.88,8.496666666666668,3.9,28.17,0.819,8,0,0
CPT01588,2026-03-31,5,247.38,8.416,5.2,47.57,0.997,32,0,0
CPT01589,2025-11-18,1,18.81,3.13,4.4,4.27,0.993,13,0,0
CPT01589,2026-02-24,5,172.54000000000002,7.386,3.4,50.75,0.711,27,0,0
CPT01589,2026-03-31,6,315.31,13.148333333333332,8.3,37.99,0.807,32,0,0
CPT01590,2026-02-17,1,29.89,3.5,4.3,6.95,0.81,19,0,0
CPT01592,2025-07-29,2,72.35,10.4,3.8,19.04,0.934,0,1,0
CPT01593,2025-12-23,3,120.08,14.126666666666669,4.8,25.02,0.73,1,0,1
CPT01593,2026-01-13,3,142.11,9.36,5.0,28.42,0.645,4,0,1
CPT01594,2026-06-23,2,66.96,10.905,5.6,11.96,0.815,37,0,0
CPT01596,2025-12-30,4,126.71,9.0525,3.0,42.24,0.732,0,1,0
CPT01596,2026-02-10,3,114.38,9.883333333333333,3.8,30.1,0.88,3,0,0
CPT01597,2026-04-14,1,39.35,15.54,1.8,21.86,0.879,23,0,0
CPT01598,2025-07-15,4,191.77,10.135,6.4,29.96,0.84,0,1,1
CPT01598,2026-05-26,2,63.26,9.315,3.2,19.77,0.981,42,0,1
CPT01599,2025-07-22,1,49.19,8.46,4.9,10.04,0.908,0,1,1
CPT01599,2025-10-21,4,109.24,4.359999999999999,7.7,14.19,0.806,1,0,1
CPT01601,2025-12-02,3,102.27,11.123333333333337,5.8,17.63,0.797,0,1,0
CPT01602,2026-01-13,3,77.66,5.886666666666667,5.0,15.53,0.92,9,0,1
CPT01605,2025-07-15,4,103.84,6.9275,3.6,28.84,0.892,0,1,0
CPT01605,2026-06-16,4,142.8,11.625,6.0,23.8,0.889,16,0,0
CPT01610,2025-07-29,1,36.04,8.44,3.1,11.63,0.462,2,0,0
CPT01610,2025-09-23,4,139.94,7.8425,7.0,19.99,0.806,10,0,0
CPT01613,2025-08-19,1,23.02,6.5,2.3,10.01,0.877,0,1,1
CPT01613,2025-10-28,3,84.37,9.096666666666666,4.7,17.95,0.822,0,1,1
CPT01615,2025-12-16,1,32.4,11.06,4.2,7.71,0.935,6,0,0
CPT01615,2026-06-09,2,103.13,7.140000000000001,3.7,27.87,0.855,31,0,0
CPT01618,2025-12-09,3,129.5,8.786666666666667,4.3,30.12,0.827,5,0,0
CPT01619,2025-09-02,2,57.5,5.605,3.2,17.97,0.842,0,1,0
CPT01621,2026-02-03,1,67.41,5.62,4.0,16.85,0.854,16,0,0
CPT01622,2025-07-01,2,57.68,9.725,4.4,13.11,0.716,0,1,0
CPT01622,2025-07-15,4,187.23,9.3375,6.2,30.2,0.833,0,1,0
CPT01623,2026-06-23,4,137.5,8.0775,3.1,44.35,0.768,17,0,0
CPT01624,2026-04-21,2,56.49,6.654999999999999,4.3,13.14,0.855,23,0,0
CPT01624,2026-05-19,2,56.22,6.01,5.2,10.81,0.869,27,0,0
CPT01625,2025-11-25,2,85.47,13.75,4.2,20.35,0.894,0,1,0
CPT01625,2026-03-24,2,44.52,2.88,4.5,9.89,0.74,9,0,0
CPT01628,2025-08-19,2,99.6,7.414999999999999,2.4,41.5,0.908,0,1,1
CPT01628,2025-09-09,2,73.87,9.655,3.1,23.83,0.728,0,1,1
CPT01631,2026-03-10,1,82.35,29.53,2.9,28.4,0.828,17,0,0
CPT01632,2025-11-18,4,159.86,7.08,5.4,29.6,0.667,7,0,0
CPT01637,2025-07-22,5,170.79,5.268,6.3,27.11,0.814,0,1,0
CPT01637,2025-12-09,6,205.84,7.845,6.8,30.27,0.795,0,1,0
CPT01637,2026-03-10,3,85.89,8.173333333333334,5.9,14.56,0.656,12,0,0
CPT01643,2025-10-21,1,61.47,24.26,4.7,13.08,0.75,0,1,0
CPT01648,2026-05-26,3,125.06,9.953333333333331,6.0,20.84,0.659,30,0,0
CPT01649,2025-11-18,2,58.99,2.6500000000000004,5.9,10.0,0.83,0,1,0
CPT01649,2026-01-13,5,141.84,6.614,5.6,25.33,0.681,0,1,0
CPT01650,2026-04-28,3,143.37,9.096666666666666,3.7,38.75,1.0,33,0,0
CPT01655,2026-04-07,3,110.88,10.033333333333331,4.9,22.63,0.86,22,0,1
CPT01656,2026-03-10,7,226.99,6.640000000000001,6.8,33.38,0.744,23,0,0
CPT01657,2026-03-03,1,39.67,16.39,3.3,12.02,0.799,12,0,0
CPT01657,2026-03-31,4,112.79,5.785,5.2,21.69,0.746,16,0,0
CPT01657,2026-06-02,5,292.47,11.574,6.6,44.31,0.866,25,0,0
CPT01658,2026-02-24,4,159.73000000000002,8.4625,7.0,22.82,0.908,20,0,1
CPT01661,2026-03-24,3,108.45,7.326666666666665,3.6,30.12,0.997,27,0,0
CPT01663,2025-11-04,3,100.74,3.9166666666666665,5.8,17.37,0.742,0,1,0
CPT01664,2025-11-18,1,64.08,28.35,4.7,13.63,0.792,15,0,0
CPT01664,2026-01-20,3,162.81,9.236666666666666,4.3,37.86,0.957,24,0,0
CPT01665,2025-12-16,1,50.05,9.21,1.1,45.5,0.726,21,0,0
CPT01665,2025-12-30,3,143.28,7.263333333333333,6.2,23.11,0.793,23,0,0
CPT01667,2025-09-16,2,93.86,11.37,3.7,25.37,0.895,0,1,0
CPT01669,2025-10-28,4,128.25,10.29,5.6,22.9,0.786,0,1,1
CPT01670,2026-04-07,2,81.22999999999999,9.26,6.0,13.54,0.999,39,0,0
CPT01674,2026-02-24,2,104.42,11.33,4.4,23.73,0.747,11,0,0
CPT01674,2026-03-03,1,30.34,3.65,1.5,20.23,0.817,12,0,0
CPT01674,2026-04-28,6,173.79,6.873333333333334,7.8,22.28,0.983,20,0,0
CPT01681,2026-01-13,6,235.66,10.661666666666669,5.6,42.08,0.672,7,0,0
CPT01686,2025-08-12,2,77.39,14.599999999999998,3.4,22.76,0.824,0,1,1
CPT01686,2025-12-16,2,98.26,14.52,5.2,18.9,0.776,7,0,1
CPT01687,2025-09-23,2,39.73,3.255,3.4,11.69,0.937,0,1,0
CPT01688,2025-07-29,1,30.36,6.86,4.6,6.6,0.844,0,1,0
CPT01690,2025-08-12,3,157.82,10.056666666666668,3.1,50.91,0.643,0,1,0
CPT01690,2026-03-31,3,78.77,6.123333333333334,2.3,34.25,0.832,4,0,0
CPT01691,2026-02-10,3,82.48,5.296666666666666,4.5,18.33,0.693,4,0,1
CPT01692,2025-07-29,2,60.41,7.939999999999999,3.8,15.9,0.778,0,1,0
CPT01692,2026-02-10,1,24.07,7.33,3.0,8.02,0.871,11,0,0
CPT01692,2026-04-28,2,79.55000000000001,12.81,5.4,14.73,0.708,22,0,0
CPT01693,2026-04-07,3,119.26,11.52,4.8,24.85,0.868,19,0,0
CPT01694,2025-10-07,2,54.11,1.755,4.4,12.3,0.978,0,1,0
CPT01694,2025-10-28,2,61.38,6.66,3.8,16.15,0.688,0,1,0
CPT01695,2025-07-01,3,146.70999999999998,10.123333333333331,6.8,21.58,0.777,0,1,0
CPT01696,2026-04-14,1,37.84,14.51,4.5,8.41,0.784,26,0,0
CPT01697,2025-07-22,1,21.02,2.35,3.9,5.39,0.879,0,1,0
CPT01698,2025-10-07,5,185.34,6.992,8.3,22.33,0.778,0,1,0
CPT01698,2025-10-28,3,116.23,9.74,4.1,28.35,1.0,0,1,0
CPT01699,2025-09-16,1,32.24,8.11,4.1,7.86,0.8,0,1,0
CPT01699,2025-12-16,2,38.28,3.325,3.3,11.6,0.943,8,0,0
CPT01699,2026-05-05,5,153.68,7.497999999999999,7.0,21.95,0.838,28,0,0
CPT01699,2026-05-19,1,24.78,3.95,3.1,7.99,0.794,30,0,0
CPT01701,2025-11-11,2,139.41,6.435,2.7,51.63,0.853,14,0,0
CPT01703,2026-06-23,5,105.35,4.638,7.7,13.68,1.0,36,0,0
CPT01704,2025-07-15,4,140.16,5.6775,6.5,21.56,0.878,0,1,0
