trip_id,requested_at,city_id,pickup_zone,dropoff_zone,captain_id,vehicle_class,status,fare_aed,distance_km,duration_min,eta_promised_min,eta_actual_min,surge_multiplier,rider_rating
TRP0265667,2026-06-29 19:00:00,AUH,Z10,Z01,CPT00413,Go Plus,completed,35.09,5.35,17.9,10.8,10.4,1.25,5.0
TRP0265771,2025-07-03 11:00:00,AUH,Z11,Z01,CPT01250,Go Plus,completed,22.99,3.49,10.5,4.1,7.3,0.97,4.4
TRP0265983,2025-07-08 20:00:00,AUH,Z11,Z12,CPT01262,Go,completed,30.13,10.02,26.4,4.6,7.6,1.02,4.3
TRP0265996,2025-07-09 11:00:00,AUH,Z11,Z07,CPT02280,Go,completed,35.32,13.34,35.8,4.2,6.2,0.99,4.5
TRP0266448,2025-07-21 07:00:00,AUH,Z11,Z10,CPT00446,Business,completed,64.77,10.59,31.4,4.5,6.8,1.01,4.8
TRP0266582,2025-07-25 17:00:00,AUH,Z11,Z04,CPT00556,Business,completed,47.04,4.24,12.8,5.2,9.0,1.14,5.0
TRP0266645,2025-07-27 13:00:00,AUH,Z11,Z02,CPT01770,Go,completed,41.05,15.81,48.7,4.5,7.2,1.02,5.0
TRP0267111,2025-08-09 07:00:00,AUH,Z11,Z01,CPT01900,Go Plus,completed,42.46,6.99,21.5,4.9,12.5,1.33,4.2
TRP0267370,2025-08-16 11:00:00,AUH,Z11,Z10,CPT00044,Business,completed,41.65,4.83,17.3,5.8,9.2,0.96,4.6
TRP0267507,2025-08-20 12:00:00,AUH,Z11,Z06,CPT01812,Go Plus,completed,41.95,11.08,32.9,4.9,10.6,1.01,4.3
TRP0267568,2025-08-21 18:00:00,AUH,Z11,Z13,CPT00997,Business,cancelled_rider,0.0,0.0,0.0,4.9,8.5,1.19,
TRP0267705,2025-08-25 16:00:00,AUH,Z11,Z02,CPT01272,Go,completed,20.98,5.51,18.9,4.9,10.9,0.99,4.7
TRP0268311,2025-09-12 02:00:00,AUH,Z11,Z15,CPT00012,Go,completed,22.0,5.83,20.5,4.6,7.6,1.01,5.0
TRP0268367,2025-09-13 12:00:00,AUH,Z11,Z05,CPT00850,Business,completed,56.13,5.25,15.5,4.4,9.3,1.25,4.2
TRP0268654,2025-09-21 13:00:00,AUH,Z11,Z04,CPT01025,Go,completed,32.42,6.57,18.4,4.9,9.8,1.4,4.6
TRP0268885,2025-09-29 09:00:00,AUH,Z11,Z14,CPT00967,Go,completed,18.84,4.24,16.7,4.1,11.3,1.0,4.2
TRP0268957,2025-09-30 21:00:00,AUH,Z11,Z06,CPT02256,Go Plus,completed,30.42,6.75,26.2,4.9,8.8,0.97,4.5
TRP0269243,2025-10-09 16:00:00,AUH,Z11,Z07,CPT00446,Go Plus,completed,33.71,8.04,28.5,5.2,6.9,0.98,5.0
TRP0269339,2025-10-12 16:00:00,AUH,Z11,Z15,CPT00420,Go,completed,23.35,6.55,22.2,5.4,9.4,1.01,5.0
TRP0269396,2025-10-14 07:00:00,AUH,Z11,Z09,CPT00133,Go,completed,16.06,2.91,11.1,5.1,7.9,0.98,4.5
TRP0269584,2025-10-19 17:00:00,AUH,Z11,Z10,CPT00660,Go Plus,completed,25.11,3.88,15.0,5.4,7.1,1.02,4.8
TRP0269606,2025-10-20 16:00:00,AUH,Z11,Z09,CPT01479,Go,completed,28.95,7.66,26.4,5.4,6.9,1.15,4.1
TRP0269702,2025-10-23 07:00:00,AUH,Z11,Z12,CPT01964,Go,completed,20.73,5.26,14.6,5.3,8.0,1.0,4.6
TRP0270266,2025-11-07 15:00:00,AUH,Z11,Z13,CPT02530,Go,completed,20.12,4.93,16.3,5.0,9.8,1.0,4.3
TRP0270323,2025-11-08 19:00:00,AUH,Z11,Z02,CPT01780,Go,completed,19.03,4.24,14.0,4.6,4.7,1.01,4.5
TRP0270434,2025-11-11 23:00:00,AUH,Z11,Z02,CPT00588,Go,completed,14.1,1.83,9.3,5.3,5.3,0.98,4.7
TRP0270551,2025-11-15 18:00:00,AUH,Z11,Z08,CPT01903,Go,completed,19.41,3.59,15.3,5.6,11.7,1.1,4.5
TRP0270568,2025-11-16 02:00:00,AUH,Z11,Z05,CPT01503,Business,completed,34.54,2.47,9.8,4.7,11.7,0.99,4.8
TRP0270780,2025-11-22 06:00:00,AUH,Z11,Z02,CPT00208,Go,completed,35.11,13.62,37.6,5.1,7.9,0.97,4.1
TRP0270848,2025-11-23 14:00:00,AUH,Z11,Z15,CPT00842,Max,completed,35.16,4.36,15.4,4.5,8.8,0.99,4.4
TRP0271500,2025-12-12 14:00:00,AUH,Z11,Z03,CPT01239,Go,completed,18.9,4.17,11.8,5.0,6.7,1.01,4.7
TRP0271592,2025-12-14 12:00:00,AUH,Z11,Z14,CPT00048,Go Plus,completed,22.98,3.28,14.4,5.4,7.5,0.99,4.6
TRP0271600,2025-12-14 15:00:00,AUH,Z11,Z05,CPT02366,Go,completed,31.51,7.9,27.7,6.4,,1.23,4.7
TRP0271619,2025-12-14 19:00:00,AUH,Z11,Z02,CPT01303,Go Plus,cancelled_rider,0.0,0.0,0.0,4.1,8.4,0.99,
TRP0271645,2025-12-15 12:00:00,AUH,Z11,Z14,CPT00066,Business,completed,71.66,13.09,32.2,4.0,7.0,0.98,4.7
TRP0272060,2025-12-26 13:00:00,AUH,Z11,Z04,CPT01829,Go,completed,33.72,4.47,12.8,5.0,13.5,1.75,4.7
TRP0272366,2026-01-03 12:00:00,AUH,Z11,Z03,CPT00339,Go Plus,completed,39.35,11.41,31.1,4.7,9.5,0.93,4.9
TRP0272493,2026-01-07 07:00:00,AUH,Z11,Z11,CPT00296,Go Plus,completed,32.93,7.28,17.3,5.6,8.3,1.01,4.9
TRP0272520,2026-01-08 07:00:00,AUH,Z11,Z09,CPT00147,Go,completed,16.66,3.34,12.8,5.1,10.0,0.97,4.5
TRP0272539,2026-01-08 17:00:00,AUH,Z11,Z11,CPT00950,Go,completed,43.79,18.21,46.7,4.4,8.4,0.98,4.7
TRP0272758,2026-01-14 18:00:00,AUH,Z11,Z05,CPT01805,Go Plus,completed,39.02,10.01,27.4,5.1,8.8,1.0,4.2
TRP0273425,2026-01-31 14:00:00,AUH,Z11,Z15,CPT02484,Go Plus,completed,36.21,8.51,21.6,4.2,,1.02,4.6
TRP0273723,2026-02-08 11:00:00,AUH,Z11,Z07,CPT00780,Go Plus,completed,30.0,5.68,17.2,4.4,10.2,1.04,4.2
TRP0273853,2026-02-11 18:00:00,AUH,Z11,Z05,CPT00347,Go Plus,completed,28.68,5.61,15.0,3.8,7.0,1.0,4.3
TRP0274023,2026-02-15 15:00:00,AUH,Z11,Z01,CPT00411,Go Plus,completed,49.55,14.28,41.4,4.8,6.1,1.01,5.0
TRP0274170,2026-02-19 18:00:00,AUH,Z11,Z07,CPT01152,Go,completed,37.63,13.8,34.4,5.3,8.3,1.03,4.8
TRP0274439,2026-02-26 08:00:00,AUH,Z11,Z13,CPT02542,Go Plus,completed,45.87,12.73,37.3,5.8,7.9,1.01,4.0
TRP0274479,2026-02-27 10:00:00,AUH,Z11,Z10,CPT01279,Go,completed,16.36,2.64,10.1,4.6,8.1,1.03,4.3
TRP0274555,2026-02-28 18:00:00,AUH,Z11,Z03,CPT01465,Max,cancelled_rider,0.0,0.0,0.0,4.0,9.9,1.0,
TRP0274752,2026-03-05 09:00:00,AUH,Z11,Z12,CPT01910,Go,completed,19.64,4.78,14.3,4.8,7.7,0.99,4.8
TRP0275088,2026-03-12 13:00:00,AUH,Z11,Z01,CPT01872,Business,completed,71.78,12.52,39.2,4.9,6.7,1.01,4.4
TRP0275445,2026-03-19 22:00:00,AUH,Z11,Z13,CPT00375,Go,completed,15.18,2.34,11.4,5.3,6.9,0.99,5.0
TRP0275592,2026-03-22 21:00:00,AUH,Z11,Z07,CPT00171,Go,completed,17.43,3.67,11.9,5.0,9.2,0.98,4.7
TRP0275662,2026-03-24 20:00:00,AUH,Z11,Z15,CPT01911,Go,completed,28.4,9.56,25.7,5.4,8.8,0.99,4.2
TRP0275669,2026-03-25 06:00:00,AUH,Z11,Z10,CPT01226,Max,completed,27.0,1.79,6.7,5.2,10.0,0.98,4.7
TRP0275790,2026-03-27 20:00:00,AUH,Z11,Z12,CPT00012,Go,completed,22.61,5.92,17.4,5.3,9.5,1.03,4.6
TRP0276819,2026-04-18 19:00:00,AUH,Z11,Z07,CPT01930,Business,completed,35.59,2.97,9.3,4.8,9.8,0.97,4.3
TRP0276874,2026-04-19 22:00:00,AUH,Z11,Z07,CPT01444,Go,completed,18.79,4.21,14.9,5.3,8.0,1.0,5.0
TRP0276909,2026-04-20 19:00:00,AUH,Z11,Z02,CPT01437,Max,cancelled_rider,0.0,0.0,0.0,4.0,8.1,1.05,
TRP0277057,2026-04-23 20:00:00,AUH,Z11,Z07,CPT00162,Business,cancelled_rider,0.0,0.0,0.0,3.6,7.3,1.02,
TRP0277227,2026-04-27 12:00:00,AUH,Z11,Z13,CPT02389,Go,completed,24.11,7.22,25.4,3.8,6.1,0.99,4.2
TRP0277478,2026-05-03 07:00:00,AUH,Z11,Z15,CPT01417,Go,cancelled_rider,0.0,0.0,0.0,4.4,7.9,1.02,
TRP0278046,2026-05-15 13:00:00,AUH,Z11,Z03,CPT01104,Business,cancelled_rider,0.0,0.0,0.0,4.1,8.5,0.99,
TRP0278063,2026-05-15 19:00:00,AUH,Z11,Z03,CPT01388,Go,completed,23.91,7.11,24.1,4.9,6.9,0.99,5.0
TRP0278251,2026-05-19 15:00:00,AUH,Z11,Z07,CPT01512,Business,completed,42.63,4.62,13.2,4.7,7.9,1.0,4.6
TRP0278439,2026-05-22 20:00:00,AUH,Z11,Z07,CPT00787,Max,completed,43.32,6.47,23.6,5.0,7.7,1.03,4.7
TRP0278610,2026-05-26 17:00:00,AUH,Z11,Z02,CPT02178,Business,completed,53.61,7.67,26.9,4.4,10.4,1.0,4.3
TRP0278683,2026-05-28 11:00:00,AUH,Z11,Z14,CPT00399,Go,completed,34.31,8.89,20.8,4.9,10.7,1.25,4.3
TRP0278736,2026-05-29 13:00:00,AUH,Z11,Z09,CPT02412,Go,completed,45.01,19.4,62.5,4.8,7.8,0.96,5.0
TRP0278758,2026-05-29 19:00:00,AUH,Z11,Z15,CPT01394,Go Plus,completed,63.78,16.6,45.1,5.2,12.1,1.17,4.8
TRP0278830,2026-05-30 22:00:00,AUH,Z11,Z13,CPT01696,Go,completed,22.31,4.45,18.4,5.1,11.3,1.16,5.0
TRP0278913,2026-06-01 16:00:00,AUH,Z11,Z03,CPT00178,Go,completed,34.77,13.23,35.7,5.5,,0.98,4.7
TRP0278966,2026-06-03 09:00:00,AUH,Z11,Z05,CPT01320,Go,completed,30.99,10.32,32.4,5.2,6.0,1.03,5.0
TRP0279579,2026-06-14 20:00:00,AUH,Z11,Z09,CPT00932,Go Plus,completed,32.37,4.25,20.4,4.9,8.8,1.27,4.8
TRP0279652,2026-06-16 18:00:00,AUH,Z11,Z10,CPT02352,Max,completed,31.54,2.78,10.7,4.4,8.3,1.03,5.0
TRP0279732,2026-06-18 19:00:00,AUH,Z11,Z04,CPT00204,Go Plus,completed,51.96,15.74,42.5,4.9,8.5,0.99,4.6
TRP0279857,2026-06-20 21:00:00,AUH,Z11,Z13,CPT00495,Max,completed,40.65,5.76,23.2,4.9,8.5,1.02,5.0
TRP0280229,2026-06-27 20:00:00,AUH,Z11,Z08,CPT02329,Business,completed,49.88,4.52,18.2,4.6,7.9,1.18,4.4
TRP0280275,2026-06-28 17:00:00,AUH,Z11,Z06,CPT00850,Go Plus,completed,34.48,7.93,24.5,4.4,7.4,1.01,4.3
TRP0280653,2025-07-05 18:00:00,SHJ,Z12,Z13,CPT00435,Business,cancelled_rider,0.0,0.0,0.0,8.0,7.9,1.01,
TRP0280715,2025-07-06 17:00:00,SHJ,Z12,Z07,CPT00864,Go Plus,completed,40.58,9.85,41.9,7.1,8.4,1.05,4.6
TRP0281045,2025-07-12 22:00:00,SHJ,Z12,Z05,CPT01452,Business,completed,40.4,3.89,14.1,7.0,6.5,1.01,4.7
TRP0281047,2025-07-12 22:00:00,SHJ,Z12,Z07,CPT00582,Go,completed,28.94,9.54,26.0,7.2,6.9,1.01,4.6
TRP0281232,2025-07-16 17:00:00,SHJ,Z12,Z11,CPT00541,Go Plus,completed,52.11,15.58,30.9,8.2,8.5,1.0,4.7
TRP0281240,2025-07-16 18:00:00,SHJ,Z12,Z15,CPT00687,Go Plus,completed,28.17,4.3,13.1,7.3,7.7,1.1,5.0
TRP0281352,2025-07-18 15:00:00,SHJ,Z12,Z15,CPT01936,Go,completed,15.56,2.3,11.6,7.5,5.8,1.02,4.8
TRP0281375,2025-07-18 20:00:00,SHJ,Z12,Z09,CPT00474,Go,completed,58.09,22.6,62.2,7.2,8.4,1.1,4.6
TRP0281386,2025-07-18 23:00:00,SHJ,Z12,Z03,CPT00423,Business,completed,64.25,11.37,30.0,7.7,7.1,0.96,5.0
TRP0281451,2025-07-19 19:00:00,SHJ,Z12,Z04,CPT01241,Go,completed,30.16,10.52,26.9,7.6,7.2,0.99,4.8
TRP0281558,2025-07-21 16:00:00,SHJ,Z12,Z01,CPT00202,Go Plus,completed,42.94,11.86,37.7,7.6,5.3,0.99,4.6
TRP0281777,2025-07-26 08:00:00,SHJ,Z12,Z13,CPT01276,Go,cancelled_rider,0.0,0.0,0.0,6.3,8.8,1.02,
TRP0281835,2025-07-27 08:00:00,SHJ,Z12,Z06,CPT02409,Go,completed,40.2,10.15,29.2,6.6,8.4,1.35,5.0
TRP0282569,2025-08-09 16:00:00,SHJ,Z12,Z03,CPT02236,Go,completed,26.3,7.99,29.6,8.2,6.6,1.02,4.6
TRP0282658,2025-08-11 07:00:00,SHJ,Z12,Z11,CPT01635,Go,completed,27.82,9.4,22.7,7.0,6.9,0.98,4.2
TRP0282687,2025-08-11 18:00:00,SHJ,Z12,Z11,CPT02130,Business,completed,81.96,11.91,39.7,7.4,11.6,1.19,4.6
TRP0282851,2025-08-14 19:00:00,SHJ,Z12,Z01,CPT01367,Go,completed,15.98,2.69,11.6,6.4,6.1,1.0,4.5
TRP0283236,2025-08-21 19:00:00,SHJ,Z12,Z09,CPT00738,Go,completed,29.55,8.98,31.4,6.4,7.4,1.07,4.4
TRP0283510,2025-08-26 06:00:00,SHJ,Z12,Z10,CPT00080,Go,completed,19.26,3.97,18.1,9.2,8.2,1.05,4.8
TRP0283524,2025-08-26 13:00:00,SHJ,Z12,Z05,CPT02467,Go Plus,completed,57.48,17.62,45.1,8.1,6.8,1.01,4.4
TRP0283768,2025-08-30 22:00:00,SHJ,Z12,Z07,CPT01265,Go,completed,30.04,10.29,38.2,7.6,5.5,1.0,4.9
TRP0283870,2025-09-01 20:00:00,SHJ,Z12,Z05,CPT01852,Go Plus,completed,31.7,7.03,15.8,7.7,5.4,0.99,4.8
TRP0284042,2025-09-05 19:00:00,SHJ,Z12,Z07,CPT00890,Go,completed,26.73,6.3,19.9,6.8,8.0,1.18,4.4
TRP0284775,2025-09-19 21:00:00,SHJ,Z12,Z03,CPT00640,Max,completed,35.78,4.33,13.5,6.7,5.9,1.01,4.5
TRP0285109,2025-09-26 06:00:00,SHJ,Z12,Z09,CPT01184,Go,completed,21.48,5.55,16.1,6.2,8.4,1.01,4.7
TRP0285201,2025-09-27 16:00:00,SHJ,Z12,Z07,CPT00714,Business,completed,55.8,7.13,26.9,7.6,7.2,1.08,5.0
TRP0285435,2025-10-01 18:00:00,SHJ,Z12,Z02,CPT01281,Go,completed,25.95,8.37,29.4,7.3,8.0,0.98,4.4
TRP0285587,2025-10-04 09:00:00,SHJ,Z12,Z06,CPT01833,Go,completed,45.36,19.33,53.3,8.6,9.5,0.97,4.5
TRP0285834,2025-10-09 06:00:00,SHJ,Z12,Z12,CPT00613,Go,cancelled_rider,0.0,0.0,0.0,7.5,7.0,1.02,
TRP0285968,2025-10-11 15:00:00,SHJ,Z12,Z10,CPT02588,Go,completed,16.36,2.64,11.2,6.6,7.4,1.03,4.3
TRP0286086,2025-10-13 19:00:00,SHJ,Z12,Z09,CPT00817,Business,completed,59.98,9.44,37.2,8.1,5.8,1.0,4.7
TRP0286095,2025-10-13 23:00:00,SHJ,Z12,Z02,CPT00050,Go,completed,19.59,4.86,16.3,8.3,5.7,0.98,4.7
TRP0286239,2025-10-16 16:00:00,SHJ,Z12,Z07,CPT01139,Go Plus,completed,38.66,10.19,29.8,7.8,7.3,0.98,4.7
TRP0286289,2025-10-17 16:00:00,SHJ,Z12,Z08,CPT00367,Go Plus,completed,28.03,5.7,20.2,8.6,6.3,0.97,4.3
TRP0286450,2025-10-20 15:00:00,SHJ,Z12,Z13,CPT02253,Go,completed,35.33,13.74,41.1,5.4,8.2,0.97,4.3
TRP0286814,2025-10-27 14:00:00,SHJ,Z12,Z04,CPT00469,Max,completed,58.71,6.24,20.2,8.6,10.0,1.42,4.9
TRP0286847,2025-10-28 00:00:00,SHJ,Z12,Z01,CPT01521,Go Plus,completed,52.83,6.55,17.1,6.1,8.6,1.71,4.4
TRP0286934,2025-10-29 18:00:00,SHJ,Z12,Z08,CPT00241,Go Plus,completed,37.8,6.48,16.5,8.9,8.5,1.23,4.3
TRP0287013,2025-10-31 09:00:00,SHJ,Z12,Z09,CPT01157,Go,completed,24.62,7.23,20.2,7.4,7.4,1.01,4.6
TRP0287088,2025-11-01 11:00:00,SHJ,Z12,Z11,CPT00198,Business,completed,70.51,6.97,20.9,7.0,8.4,1.38,5.0
TRP0287122,2025-11-01 20:00:00,SHJ,Z12,Z06,CPT01569,Go Plus,completed,38.01,10.08,29.6,6.5,6.6,0.97,5.0
TRP0287212,2025-11-03 15:00:00,SHJ,Z12,Z05,CPT00769,Business,completed,100.36,15.26,47.5,8.6,7.9,1.24,4.6
TRP0287432,2025-11-07 17:00:00,SHJ,Z12,Z05,CPT02289,Go Plus,completed,32.6,6.13,17.9,7.2,7.5,1.09,4.4
TRP0287540,2025-11-09 13:00:00,SHJ,Z12,Z15,CPT01563,Max,completed,35.37,4.09,15.5,8.0,6.5,1.02,4.3
TRP0287674,2025-11-12 10:00:00,SHJ,Z12,Z02,CPT01207,Go Plus,completed,74.67,25.18,79.6,6.4,8.9,1.0,4.4
TRP0288635,2025-12-01 08:00:00,SHJ,Z12,Z02,CPT01597,Go Plus,completed,26.05,4.38,13.8,7.0,7.2,1.01,4.6
TRP0288819,2025-12-05 00:00:00,SHJ,Z12,Z04,CPT02437,Max,completed,39.42,5.88,19.6,8.3,7.9,0.98,4.5
TRP0288889,2025-12-06 06:00:00,SHJ,Z12,Z13,CPT00838,Go,completed,15.93,2.75,8.1,7.5,6.7,0.99,5.0
TRP0288908,2025-12-06 14:00:00,SHJ,Z12,Z09,CPT00121,Go,completed,20.01,4.87,16.9,7.9,8.3,1.0,4.7
TRP0289025,2025-12-08 18:00:00,SHJ,Z12,Z15,CPT00870,Go,completed,21.55,4.55,15.5,7.7,7.3,1.11,5.0
TRP0289029,2025-12-08 19:00:00,SHJ,Z12,Z08,CPT01928,Go,completed,44.05,18.35,40.0,8.4,7.8,0.98,5.0
TRP0289161,2025-12-11 02:00:00,SHJ,Z12,Z03,CPT02217,Business,completed,80.51,6.09,25.5,7.2,13.5,1.68,5.0
TRP0289470,2025-12-16 21:00:00,SHJ,Z12,Z15,CPT01616,Go,completed,17.58,3.46,12.1,8.8,8.6,1.01,5.0
TRP0289513,2025-12-17 19:00:00,SHJ,Z12,Z10,CPT01998,Go Plus,completed,36.88,9.42,26.3,7.9,7.9,0.98,4.1
TRP0289520,2025-12-17 22:00:00,SHJ,Z12,Z07,CPT00383,Go Plus,cancelled_rider,0.0,0.0,0.0,6.9,13.3,1.66,
TRP0289611,2025-12-19 16:00:00,SHJ,Z12,Z08,CPT01670,Business,completed,30.95,1.29,4.5,9.2,8.4,1.01,4.4
TRP0289648,2025-12-19 21:00:00,SHJ,Z12,Z15,CPT01281,Go,completed,31.74,11.56,28.2,8.5,8.2,0.98,4.7
TRP0289925,2025-12-24 18:00:00,SHJ,Z12,Z13,CPT01874,Go,completed,37.9,11.87,33.6,8.5,8.6,1.15,5.0
TRP0290191,2025-12-29 15:00:00,SHJ,Z12,Z12,CPT01041,Go,completed,29.57,6.74,18.6,7.9,8.0,1.26,4.6
TRP0290235,2025-12-30 07:00:00,SHJ,Z12,Z04,CPT01431,Go Plus,completed,30.89,6.55,23.0,8.4,7.8,1.0,4.6
TRP0290608,2026-01-05 18:00:00,SHJ,Z12,Z06,CPT01171,Go Plus,completed,26.24,4.8,14.6,8.0,8.6,0.98,4.4
TRP0290627,2026-01-06 10:00:00,SHJ,Z12,Z02,CPT00393,Go Plus,completed,35.87,8.98,27.2,8.6,9.8,0.98,4.3
TRP0290802,2026-01-09 19:00:00,SHJ,Z12,Z09,CPT01046,Go,completed,14.38,1.53,6.4,7.7,10.0,1.04,4.6
TRP0290860,2026-01-10 17:00:00,SHJ,Z12,Z02,CPT00247,Go,completed,14.26,1.61,6.7,8.2,7.2,1.02,4.8
TRP0290867,2026-01-10 18:00:00,SHJ,Z12,Z01,CPT00587,Business,completed,44.02,5.13,16.3,6.0,5.8,0.99,4.3
TRP0290870,2026-01-10 19:00:00,SHJ,Z12,Z11,CPT01721,Go,completed,41.91,16.05,53.3,7.8,7.0,1.03,4.6
TRP0290978,2026-01-12 22:00:00,SHJ,Z12,Z03,CPT01907,Go,completed,17.53,3.53,11.6,7.8,6.7,1.0,4.7
TRP0290997,2026-01-13 16:00:00,SHJ,Z12,Z10,CPT00902,Go,completed,27.9,8.84,29.4,7.5,9.9,1.02,4.3
TRP0291060,2026-01-14 16:00:00,SHJ,Z12,Z03,CPT01349,Max,completed,30.61,2.68,8.9,8.6,5.8,1.01,3.6
TRP0291247,2026-01-17 20:00:00,SHJ,Z12,Z11,CPT02472,Go,completed,42.84,15.3,45.3,7.0,9.5,1.09,4.6
TRP0291267,2026-01-18 10:00:00,SHJ,Z12,Z06,CPT01263,Go,completed,36.63,14.26,39.2,8.3,7.5,0.98,4.5
TRP0291335,2026-01-19 16:00:00,SHJ,Z12,Z15,CPT01808,Business,completed,76.66,10.09,21.2,8.4,10.4,1.23,4.7
TRP0291458,2026-01-22 06:00:00,SHJ,Z12,Z01,CPT01362,Go,completed,15.57,2.64,11.1,8.0,6.3,0.98,4.8
TRP0291498,2026-01-22 21:00:00,SHJ,Z12,Z15,CPT00873,Go,completed,17.83,3.89,12.7,8.1,6.0,0.98,4.6
TRP0291947,2026-01-30 20:00:00,SHJ,Z12,Z09,CPT00468,Go,completed,29.06,9.76,27.8,7.4,7.6,1.0,4.5
TRP0292096,2026-02-02 15:00:00,SHJ,Z12,Z02,CPT00284,Go,completed,18.01,3.99,12.2,7.4,6.5,0.98,5.0
TRP0292097,2026-02-02 15:00:00,SHJ,Z12,Z12,CPT00101,Go,completed,17.62,3.77,11.1,8.0,7.4,0.98,4.5
TRP0292281,2026-02-06 14:00:00,SHJ,Z12,Z10,CPT00784,Go Plus,completed,88.96,31.64,77.2,8.1,6.3,0.99,4.7
TRP0292350,2026-02-07 18:00:00,SHJ,Z12,Z14,CPT00406,Business,completed,94.15,17.22,43.6,6.1,7.5,1.07,4.4
TRP0292559,2026-02-11 12:00:00,SHJ,Z12,Z13,CPT00006,Max,completed,69.89,10.94,35.0,8.1,8.7,1.25,5.0
TRP0292598,2026-02-12 06:00:00,SHJ,Z12,Z08,CPT00656,Go,completed,31.0,10.48,30.9,8.7,7.5,1.02,5.0
TRP0292842,2026-02-16 07:00:00,SHJ,Z12,Z09,CPT01280,Go Plus,completed,34.01,5.99,16.1,7.6,10.2,1.15,4.8
TRP0294001,2026-03-07 07:00:00,SHJ,Z12,Z15,CPT01774,Go,completed,19.78,4.64,15.4,8.3,7.8,1.01,4.7
TRP0294322,2026-03-12 09:00:00,SHJ,Z12,Z15,CPT01477,Go,completed,21.69,5.66,19.4,7.5,8.0,1.01,4.6
TRP0294429,2026-03-13 20:00:00,SHJ,Z12,Z13,CPT02066,Max,completed,38.21,5.23,16.8,7.5,9.9,1.0,4.7
TRP0294777,2026-03-19 04:00:00,SHJ,Z12,Z13,CPT02409,Go,completed,21.81,5.5,17.0,6.1,7.1,1.03,4.5
TRP0295117,2026-03-23 17:00:00,SHJ,Z12,Z14,CPT01612,Go,completed,32.02,10.86,29.4,6.8,8.9,1.03,5.0
TRP0295261,2026-03-25 18:00:00,SHJ,Z12,Z14,CPT01597,Go Plus,completed,55.59,17.3,57.3,8.4,9.8,0.99,4.6
TRP0295346,2026-03-26 21:00:00,SHJ,Z12,Z15,CPT00840,Go,completed,26.72,8.79,29.4,8.7,6.6,0.98,4.2
TRP0295445,2026-03-28 12:00:00,SHJ,Z12,Z06,CPT01942,Go,completed,35.21,10.32,25.8,6.3,8.7,1.17,4.5
TRP0295644,2026-03-31 07:00:00,SHJ,Z12,Z14,CPT00231,Max,completed,59.07,11.77,35.1,6.6,9.3,1.01,4.7
TRP0295701,2026-03-31 21:00:00,SHJ,Z12,Z04,CPT01371,Go,completed,36.14,13.99,38.8,7.4,8.0,0.98,4.7
TRP0295756,2026-04-01 19:00:00,SHJ,Z12,Z13,CPT01363,Go,completed,45.1,14.37,36.0,8.9,7.4,1.2,4.8
TRP0295867,2026-04-03 13:00:00,SHJ,Z12,Z09,CPT00596,Go,completed,24.4,7.11,23.9,5.2,8.6,1.01,4.1
TRP0296338,2026-04-09 20:00:00,SHJ,Z12,Z15,CPT02130,Go,completed,37.81,14.49,38.0,7.4,6.9,1.0,4.5
TRP0296648,2026-04-13 20:00:00,SHJ,Z12,Z08,CPT02432,Go Plus,completed,26.71,4.44,14.9,7.6,6.4,1.03,4.6
TRP0296973,2026-04-18 14:00:00,SHJ,Z12,Z14,CPT00897,Go,completed,28.58,9.66,27.1,8.0,5.5,0.99,4.4
TRP0297004,2026-04-18 20:00:00,SHJ,Z12,Z11,CPT02113,Go Plus,completed,42.06,11.3,28.5,7.3,7.4,1.0,5.0
TRP0297462,2026-04-25 20:00:00,SHJ,Z12,Z04,CPT01157,Go,completed,38.39,14.2,27.9,6.6,6.1,1.03,4.7
TRP0297594,2026-04-27 23:00:00,SHJ,Z12,Z15,CPT01889,Go Plus,completed,32.23,7.12,18.9,7.6,5.6,1.0,4.4
TRP0297728,2026-04-30 08:00:00,SHJ,Z12,Z06,CPT02243,Go,completed,13.66,1.51,6.6,8.3,7.4,0.99,4.3
TRP0297947,2026-05-03 02:00:00,SHJ,Z12,Z05,CPT00769,Go Plus,completed,24.07,3.75,13.6,7.0,4.6,0.99,4.5
TRP0297992,2026-05-03 19:00:00,SHJ,Z12,Z06,CPT01418,Go,completed,38.87,11.86,41.4,8.0,6.8,1.18,4.9
TRP0298118,2026-05-05 17:00:00,SHJ,Z12,Z01,CPT01381,Go,completed,17.1,3.3,11.9,7.7,10.7,1.0,4.9
TRP0298272,2026-05-07 19:00:00,SHJ,Z12,Z05,CPT00944,Max,completed,47.07,6.46,19.4,7.0,8.3,1.12,4.2
TRP0298605,2026-05-11 18:00:00,SHJ,Z12,Z06,CPT01874,Go,completed,18.95,4.3,12.7,7.9,8.4,1.0,4.8
TRP0298786,2026-05-14 15:00:00,SHJ,Z12,Z01,CPT01676,Go,completed,50.47,18.41,46.6,8.2,9.1,1.12,4.6
TRP0298997,2026-05-17 11:00:00,SHJ,Z12,Z03,CPT00607,Business,cancelled_rider,0.0,0.0,0.0,6.8,7.6,0.98,
TRP0299159,2026-05-19 17:00:00,SHJ,Z12,Z08,CPT01774,Go,cancelled_rider,0.0,0.0,0.0,8.0,5.7,1.04,
TRP0299270,2026-05-21 13:00:00,SHJ,Z12,Z09,CPT01521,Go,completed,35.63,9.97,25.3,7.9,9.5,1.21,4.3
